i,x,y,r,c
EcalLeftInnRegion,-1442.48,-954.883,8,8
EcalLeftInnRegion,-1401.85,-954.883,8,9
EcalLeftInnRegion,-1361.22,-954.883,8,10
EcalLeftInnRegion,-1320.58,-954.883,8,11
EcalLeftInnRegion,-1279.95,-954.883,8,12
EcalLeftInnRegion,-1239.32,-954.883,8,13
EcalLeftInnRegion,-1198.68,-954.883,8,14
EcalLeftInnRegion,-1158.05,-954.883,8,15
EcalLeftInnRegion,-1117.42,-954.883,8,16
EcalLeftInnRegion,-1076.78,-954.883,8,17
EcalLeftInnRegion,-1036.15,-954.883,8,18
EcalLeftInnRegion,-995.517,-954.883,8,19
EcalLeftInnRegion,-954.883,-954.883,8,20
EcalLeftInnRegion,-914.25,-954.883,8,21
EcalLeftInnRegion,-873.617,-954.883,8,22
EcalLeftInnRegion,-832.983,-954.883,8,23
EcalLeftInnRegion,-792.35,-954.883,8,24
EcalLeftInnRegion,-751.717,-954.883,8,25
EcalLeftInnRegion,-711.083,-954.883,8,26
EcalLeftInnRegion,-670.45,-954.883,8,27
EcalLeftInnRegion,-629.817,-954.883,8,28
EcalLeftInnRegion,-589.183,-954.883,8,29
EcalLeftInnRegion,-548.55,-954.883,8,30
EcalLeftInnRegion,-507.917,-954.883,8,31
EcalLeftInnRegion,-467.283,-954.883,8,32
EcalLeftInnRegion,-426.65,-954.883,8,33
EcalLeftInnRegion,-386.017,-954.883,8,34
EcalLeftInnRegion,-345.383,-954.883,8,35
EcalLeftInnRegion,-304.75,-954.883,8,36
EcalLeftInnRegion,-264.117,-954.883,8,37
EcalLeftInnRegion,-223.483,-954.883,8,38
EcalLeftInnRegion,-182.85,-954.883,8,39
EcalLeftInnRegion,-142.217,-954.883,8,40
EcalLeftInnRegion,-101.583,-954.883,8,41
EcalLeftInnRegion,-60.95,-954.883,8,42
EcalLeftInnRegion,-20.3167,-954.883,8,43
EcalLeftInnRegion,20.3167,-954.883,8,44
EcalLeftInnRegion,60.95,-954.883,8,45
EcalLeftInnRegion,101.583,-954.883,8,46
EcalLeftInnRegion,142.217,-954.883,8,47
EcalLeftInnRegion,182.85,-954.883,8,48
EcalLeftInnRegion,223.483,-954.883,8,49
EcalLeftInnRegion,264.117,-954.883,8,50
EcalLeftInnRegion,304.75,-954.883,8,51
EcalLeftInnRegion,345.383,-954.883,8,52
EcalLeftInnRegion,386.017,-954.883,8,53
EcalLeftInnRegion,426.65,-954.883,8,54
EcalLeftInnRegion,467.283,-954.883,8,55
EcalLeftInnRegion,507.917,-954.883,8,56
EcalLeftInnRegion,548.55,-954.883,8,57
EcalLeftInnRegion,589.183,-954.883,8,58
EcalLeftInnRegion,629.817,-954.883,8,59
EcalLeftInnRegion,670.45,-954.883,8,60
EcalLeftInnRegion,711.083,-954.883,8,61
EcalLeftInnRegion,751.717,-954.883,8,62
EcalLeftInnRegion,792.35,-954.883,8,63
EcalLeftInnRegion,-1767.55,-914.25,9,0
EcalLeftInnRegion,-1726.92,-914.25,9,1
EcalLeftInnRegion,-1686.28,-914.25,9,2
EcalLeftInnRegion,-1645.65,-914.25,9,3
EcalLeftInnRegion,-1605.02,-914.25,9,4
EcalLeftInnRegion,-1564.38,-914.25,9,5
EcalLeftInnRegion,-1523.75,-914.25,9,6
EcalLeftInnRegion,-1483.12,-914.25,9,7
EcalLeftInnRegion,-1442.48,-914.25,9,8
EcalLeftInnRegion,-1401.85,-914.25,9,9
EcalLeftInnRegion,-1361.22,-914.25,9,10
EcalLeftInnRegion,-1320.58,-914.25,9,11
EcalLeftInnRegion,-1279.95,-914.25,9,12
EcalLeftInnRegion,-1239.32,-914.25,9,13
EcalLeftInnRegion,-1198.68,-914.25,9,14
EcalLeftInnRegion,-1158.05,-914.25,9,15
EcalLeftInnRegion,-1117.42,-914.25,9,16
EcalLeftInnRegion,-1076.78,-914.25,9,17
EcalLeftInnRegion,-1036.15,-914.25,9,18
EcalLeftInnRegion,-995.517,-914.25,9,19
EcalLeftInnRegion,-954.883,-914.25,9,20
EcalLeftInnRegion,-914.25,-914.25,9,21
EcalLeftInnRegion,-873.617,-914.25,9,22
EcalLeftInnRegion,-832.983,-914.25,9,23
EcalLeftInnRegion,-792.35,-914.25,9,24
EcalLeftInnRegion,-751.717,-914.25,9,25
EcalLeftInnRegion,-711.083,-914.25,9,26
EcalLeftInnRegion,-670.45,-914.25,9,27
EcalLeftInnRegion,-629.817,-914.25,9,28
EcalLeftInnRegion,-589.183,-914.25,9,29
EcalLeftInnRegion,-548.55,-914.25,9,30
EcalLeftInnRegion,-507.917,-914.25,9,31
EcalLeftInnRegion,-467.283,-914.25,9,32
EcalLeftInnRegion,-426.65,-914.25,9,33
EcalLeftInnRegion,-386.017,-914.25,9,34
EcalLeftInnRegion,-345.383,-914.25,9,35
EcalLeftInnRegion,-304.75,-914.25,9,36
EcalLeftInnRegion,-264.117,-914.25,9,37
EcalLeftInnRegion,-223.483,-914.25,9,38
EcalLeftInnRegion,-182.85,-914.25,9,39
EcalLeftInnRegion,-142.217,-914.25,9,40
EcalLeftInnRegion,-101.583,-914.25,9,41
EcalLeftInnRegion,-60.95,-914.25,9,42
EcalLeftInnRegion,-20.3167,-914.25,9,43
EcalLeftInnRegion,20.3167,-914.25,9,44
EcalLeftInnRegion,60.95,-914.25,9,45
EcalLeftInnRegion,101.583,-914.25,9,46
EcalLeftInnRegion,142.217,-914.25,9,47
EcalLeftInnRegion,182.85,-914.25,9,48
EcalLeftInnRegion,223.483,-914.25,9,49
EcalLeftInnRegion,264.117,-914.25,9,50
EcalLeftInnRegion,304.75,-914.25,9,51
EcalLeftInnRegion,345.383,-914.25,9,52
EcalLeftInnRegion,386.017,-914.25,9,53
EcalLeftInnRegion,426.65,-914.25,9,54
EcalLeftInnRegion,467.283,-914.25,9,55
EcalLeftInnRegion,507.917,-914.25,9,56
EcalLeftInnRegion,548.55,-914.25,9,57
EcalLeftInnRegion,589.183,-914.25,9,58
EcalLeftInnRegion,629.817,-914.25,9,59
EcalLeftInnRegion,670.45,-914.25,9,60
EcalLeftInnRegion,711.083,-914.25,9,61
EcalLeftInnRegion,751.717,-914.25,9,62
EcalLeftInnRegion,792.35,-914.25,9,63
EcalLeftInnRegion,-1767.55,-873.617,10,0
EcalLeftInnRegion,-1726.92,-873.617,10,1
EcalLeftInnRegion,-1686.28,-873.617,10,2
EcalLeftInnRegion,-1645.65,-873.617,10,3
EcalLeftInnRegion,-1605.02,-873.617,10,4
EcalLeftInnRegion,-1564.38,-873.617,10,5
EcalLeftInnRegion,-1523.75,-873.617,10,6
EcalLeftInnRegion,-1483.12,-873.617,10,7
EcalLeftInnRegion,-1442.48,-873.617,10,8
EcalLeftInnRegion,-1401.85,-873.617,10,9
EcalLeftInnRegion,-1361.22,-873.617,10,10
EcalLeftInnRegion,-1320.58,-873.617,10,11
EcalLeftInnRegion,-1279.95,-873.617,10,12
EcalLeftInnRegion,-1239.32,-873.617,10,13
EcalLeftInnRegion,-1198.68,-873.617,10,14
EcalLeftInnRegion,-1158.05,-873.617,10,15
EcalLeftInnRegion,-1117.42,-873.617,10,16
EcalLeftInnRegion,-1076.78,-873.617,10,17
EcalLeftInnRegion,-1036.15,-873.617,10,18
EcalLeftInnRegion,-995.517,-873.617,10,19
EcalLeftInnRegion,-954.883,-873.617,10,20
EcalLeftInnRegion,-914.25,-873.617,10,21
EcalLeftInnRegion,-873.617,-873.617,10,22
EcalLeftInnRegion,-832.983,-873.617,10,23
EcalLeftInnRegion,-792.35,-873.617,10,24
EcalLeftInnRegion,-751.717,-873.617,10,25
EcalLeftInnRegion,-711.083,-873.617,10,26
EcalLeftInnRegion,-670.45,-873.617,10,27
EcalLeftInnRegion,-629.817,-873.617,10,28
EcalLeftInnRegion,-589.183,-873.617,10,29
EcalLeftInnRegion,-548.55,-873.617,10,30
EcalLeftInnRegion,-507.917,-873.617,10,31
EcalLeftInnRegion,-467.283,-873.617,10,32
EcalLeftInnRegion,-426.65,-873.617,10,33
EcalLeftInnRegion,-386.017,-873.617,10,34
EcalLeftInnRegion,-345.383,-873.617,10,35
EcalLeftInnRegion,-304.75,-873.617,10,36
EcalLeftInnRegion,-264.117,-873.617,10,37
EcalLeftInnRegion,-223.483,-873.617,10,38
EcalLeftInnRegion,-182.85,-873.617,10,39
EcalLeftInnRegion,-142.217,-873.617,10,40
EcalLeftInnRegion,-101.583,-873.617,10,41
EcalLeftInnRegion,-60.95,-873.617,10,42
EcalLeftInnRegion,-20.3167,-873.617,10,43
EcalLeftInnRegion,20.3167,-873.617,10,44
EcalLeftInnRegion,60.95,-873.617,10,45
EcalLeftInnRegion,101.583,-873.617,10,46
EcalLeftInnRegion,142.217,-873.617,10,47
EcalLeftInnRegion,182.85,-873.617,10,48
EcalLeftInnRegion,223.483,-873.617,10,49
EcalLeftInnRegion,264.117,-873.617,10,50
EcalLeftInnRegion,304.75,-873.617,10,51
EcalLeftInnRegion,345.383,-873.617,10,52
EcalLeftInnRegion,386.017,-873.617,10,53
EcalLeftInnRegion,426.65,-873.617,10,54
EcalLeftInnRegion,467.283,-873.617,10,55
EcalLeftInnRegion,507.917,-873.617,10,56
EcalLeftInnRegion,548.55,-873.617,10,57
EcalLeftInnRegion,589.183,-873.617,10,58
EcalLeftInnRegion,629.817,-873.617,10,59
EcalLeftInnRegion,670.45,-873.617,10,60
EcalLeftInnRegion,711.083,-873.617,10,61
EcalLeftInnRegion,751.717,-873.617,10,62
EcalLeftInnRegion,792.35,-873.617,10,63
EcalLeftInnRegion,-1767.55,-832.983,11,0
EcalLeftInnRegion,-1726.92,-832.983,11,1
EcalLeftInnRegion,-1686.28,-832.983,11,2
EcalLeftInnRegion,-1645.65,-832.983,11,3
EcalLeftInnRegion,-1605.02,-832.983,11,4
EcalLeftInnRegion,-1564.38,-832.983,11,5
EcalLeftInnRegion,-1523.75,-832.983,11,6
EcalLeftInnRegion,-1483.12,-832.983,11,7
EcalLeftInnRegion,-1442.48,-832.983,11,8
EcalLeftInnRegion,-1401.85,-832.983,11,9
EcalLeftInnRegion,-1361.22,-832.983,11,10
EcalLeftInnRegion,-1320.58,-832.983,11,11
EcalLeftInnRegion,-1279.95,-832.983,11,12
EcalLeftInnRegion,-1239.32,-832.983,11,13
EcalLeftInnRegion,-1198.68,-832.983,11,14
EcalLeftInnRegion,-1158.05,-832.983,11,15
EcalLeftInnRegion,-1117.42,-832.983,11,16
EcalLeftInnRegion,-1076.78,-832.983,11,17
EcalLeftInnRegion,-1036.15,-832.983,11,18
EcalLeftInnRegion,-995.517,-832.983,11,19
EcalLeftInnRegion,-954.883,-832.983,11,20
EcalLeftInnRegion,-914.25,-832.983,11,21
EcalLeftInnRegion,-873.617,-832.983,11,22
EcalLeftInnRegion,-832.983,-832.983,11,23
EcalLeftInnRegion,-792.35,-832.983,11,24
EcalLeftInnRegion,-751.717,-832.983,11,25
EcalLeftInnRegion,-711.083,-832.983,11,26
EcalLeftInnRegion,-670.45,-832.983,11,27
EcalLeftInnRegion,-629.817,-832.983,11,28
EcalLeftInnRegion,-589.183,-832.983,11,29
EcalLeftInnRegion,-548.55,-832.983,11,30
EcalLeftInnRegion,-507.917,-832.983,11,31
EcalLeftInnRegion,-467.283,-832.983,11,32
EcalLeftInnRegion,-426.65,-832.983,11,33
EcalLeftInnRegion,-386.017,-832.983,11,34
EcalLeftInnRegion,-345.383,-832.983,11,35
EcalLeftInnRegion,-304.75,-832.983,11,36
EcalLeftInnRegion,-264.117,-832.983,11,37
EcalLeftInnRegion,-223.483,-832.983,11,38
EcalLeftInnRegion,-182.85,-832.983,11,39
EcalLeftInnRegion,-142.217,-832.983,11,40
EcalLeftInnRegion,-101.583,-832.983,11,41
EcalLeftInnRegion,-60.95,-832.983,11,42
EcalLeftInnRegion,-20.3167,-832.983,11,43
EcalLeftInnRegion,20.3167,-832.983,11,44
EcalLeftInnRegion,60.95,-832.983,11,45
EcalLeftInnRegion,101.583,-832.983,11,46
EcalLeftInnRegion,142.217,-832.983,11,47
EcalLeftInnRegion,182.85,-832.983,11,48
EcalLeftInnRegion,223.483,-832.983,11,49
EcalLeftInnRegion,264.117,-832.983,11,50
EcalLeftInnRegion,304.75,-832.983,11,51
EcalLeftInnRegion,345.383,-832.983,11,52
EcalLeftInnRegion,386.017,-832.983,11,53
EcalLeftInnRegion,426.65,-832.983,11,54
EcalLeftInnRegion,467.283,-832.983,11,55
EcalLeftInnRegion,507.917,-832.983,11,56
EcalLeftInnRegion,548.55,-832.983,11,57
EcalLeftInnRegion,589.183,-832.983,11,58
EcalLeftInnRegion,629.817,-832.983,11,59
EcalLeftInnRegion,670.45,-832.983,11,60
EcalLeftInnRegion,711.083,-832.983,11,61
EcalLeftInnRegion,751.717,-832.983,11,62
EcalLeftInnRegion,792.35,-832.983,11,63
EcalLeftInnRegion,-1767.55,-792.35,12,0
EcalLeftInnRegion,-1726.92,-792.35,12,1
EcalLeftInnRegion,-1686.28,-792.35,12,2
EcalLeftInnRegion,-1645.65,-792.35,12,3
EcalLeftInnRegion,-1605.02,-792.35,12,4
EcalLeftInnRegion,-1564.38,-792.35,12,5
EcalLeftInnRegion,-1523.75,-792.35,12,6
EcalLeftInnRegion,-1483.12,-792.35,12,7
EcalLeftInnRegion,-1442.48,-792.35,12,8
EcalLeftInnRegion,-1401.85,-792.35,12,9
EcalLeftInnRegion,-1361.22,-792.35,12,10
EcalLeftInnRegion,-1320.58,-792.35,12,11
EcalLeftInnRegion,-1279.95,-792.35,12,12
EcalLeftInnRegion,-1239.32,-792.35,12,13
EcalLeftInnRegion,-1198.68,-792.35,12,14
EcalLeftInnRegion,-1158.05,-792.35,12,15
EcalLeftInnRegion,-1117.42,-792.35,12,16
EcalLeftInnRegion,-1076.78,-792.35,12,17
EcalLeftInnRegion,-1036.15,-792.35,12,18
EcalLeftInnRegion,-995.517,-792.35,12,19
EcalLeftInnRegion,-954.883,-792.35,12,20
EcalLeftInnRegion,-914.25,-792.35,12,21
EcalLeftInnRegion,-873.617,-792.35,12,22
EcalLeftInnRegion,-832.983,-792.35,12,23
EcalLeftInnRegion,-792.35,-792.35,12,24
EcalLeftInnRegion,-751.717,-792.35,12,25
EcalLeftInnRegion,-711.083,-792.35,12,26
EcalLeftInnRegion,-670.45,-792.35,12,27
EcalLeftInnRegion,-629.817,-792.35,12,28
EcalLeftInnRegion,-589.183,-792.35,12,29
EcalLeftInnRegion,-548.55,-792.35,12,30
EcalLeftInnRegion,-507.917,-792.35,12,31
EcalLeftInnRegion,-467.283,-792.35,12,32
EcalLeftInnRegion,-426.65,-792.35,12,33
EcalLeftInnRegion,-386.017,-792.35,12,34
EcalLeftInnRegion,-345.383,-792.35,12,35
EcalLeftInnRegion,-304.75,-792.35,12,36
EcalLeftInnRegion,-264.117,-792.35,12,37
EcalLeftInnRegion,-223.483,-792.35,12,38
EcalLeftInnRegion,-182.85,-792.35,12,39
EcalLeftInnRegion,-142.217,-792.35,12,40
EcalLeftInnRegion,-101.583,-792.35,12,41
EcalLeftInnRegion,-60.95,-792.35,12,42
EcalLeftInnRegion,-20.3167,-792.35,12,43
EcalLeftInnRegion,20.3167,-792.35,12,44
EcalLeftInnRegion,60.95,-792.35,12,45
EcalLeftInnRegion,101.583,-792.35,12,46
EcalLeftInnRegion,142.217,-792.35,12,47
EcalLeftInnRegion,182.85,-792.35,12,48
EcalLeftInnRegion,223.483,-792.35,12,49
EcalLeftInnRegion,264.117,-792.35,12,50
EcalLeftInnRegion,304.75,-792.35,12,51
EcalLeftInnRegion,345.383,-792.35,12,52
EcalLeftInnRegion,386.017,-792.35,12,53
EcalLeftInnRegion,426.65,-792.35,12,54
EcalLeftInnRegion,467.283,-792.35,12,55
EcalLeftInnRegion,507.917,-792.35,12,56
EcalLeftInnRegion,548.55,-792.35,12,57
EcalLeftInnRegion,589.183,-792.35,12,58
EcalLeftInnRegion,629.817,-792.35,12,59
EcalLeftInnRegion,670.45,-792.35,12,60
EcalLeftInnRegion,711.083,-792.35,12,61
EcalLeftInnRegion,751.717,-792.35,12,62
EcalLeftInnRegion,792.35,-792.35,12,63
EcalLeftInnRegion,-1767.55,-751.717,13,0
EcalLeftInnRegion,-1726.92,-751.717,13,1
EcalLeftInnRegion,-1686.28,-751.717,13,2
EcalLeftInnRegion,-1645.65,-751.717,13,3
EcalLeftInnRegion,-1605.02,-751.717,13,4
EcalLeftInnRegion,-1564.38,-751.717,13,5
EcalLeftInnRegion,-1523.75,-751.717,13,6
EcalLeftInnRegion,-1483.12,-751.717,13,7
EcalLeftInnRegion,-1442.48,-751.717,13,8
EcalLeftInnRegion,-1401.85,-751.717,13,9
EcalLeftInnRegion,-1361.22,-751.717,13,10
EcalLeftInnRegion,-1320.58,-751.717,13,11
EcalLeftInnRegion,-1279.95,-751.717,13,12
EcalLeftInnRegion,-1239.32,-751.717,13,13
EcalLeftInnRegion,-1198.68,-751.717,13,14
EcalLeftInnRegion,-1158.05,-751.717,13,15
EcalLeftInnRegion,-1117.42,-751.717,13,16
EcalLeftInnRegion,-1076.78,-751.717,13,17
EcalLeftInnRegion,-1036.15,-751.717,13,18
EcalLeftInnRegion,-995.517,-751.717,13,19
EcalLeftInnRegion,-954.883,-751.717,13,20
EcalLeftInnRegion,-914.25,-751.717,13,21
EcalLeftInnRegion,-873.617,-751.717,13,22
EcalLeftInnRegion,-832.983,-751.717,13,23
EcalLeftInnRegion,-792.35,-751.717,13,24
EcalLeftInnRegion,-751.717,-751.717,13,25
EcalLeftInnRegion,-711.083,-751.717,13,26
EcalLeftInnRegion,-670.45,-751.717,13,27
EcalLeftInnRegion,-629.817,-751.717,13,28
EcalLeftInnRegion,-589.183,-751.717,13,29
EcalLeftInnRegion,-548.55,-751.717,13,30
EcalLeftInnRegion,-507.917,-751.717,13,31
EcalLeftInnRegion,-467.283,-751.717,13,32
EcalLeftInnRegion,-426.65,-751.717,13,33
EcalLeftInnRegion,-386.017,-751.717,13,34
EcalLeftInnRegion,-345.383,-751.717,13,35
EcalLeftInnRegion,-304.75,-751.717,13,36
EcalLeftInnRegion,-264.117,-751.717,13,37
EcalLeftInnRegion,-223.483,-751.717,13,38
EcalLeftInnRegion,-182.85,-751.717,13,39
EcalLeftInnRegion,-142.217,-751.717,13,40
EcalLeftInnRegion,-101.583,-751.717,13,41
EcalLeftInnRegion,-60.95,-751.717,13,42
EcalLeftInnRegion,-20.3167,-751.717,13,43
EcalLeftInnRegion,20.3167,-751.717,13,44
EcalLeftInnRegion,60.95,-751.717,13,45
EcalLeftInnRegion,101.583,-751.717,13,46
EcalLeftInnRegion,142.217,-751.717,13,47
EcalLeftInnRegion,182.85,-751.717,13,48
EcalLeftInnRegion,223.483,-751.717,13,49
EcalLeftInnRegion,264.117,-751.717,13,50
EcalLeftInnRegion,304.75,-751.717,13,51
EcalLeftInnRegion,345.383,-751.717,13,52
EcalLeftInnRegion,386.017,-751.717,13,53
EcalLeftInnRegion,426.65,-751.717,13,54
EcalLeftInnRegion,467.283,-751.717,13,55
EcalLeftInnRegion,507.917,-751.717,13,56
EcalLeftInnRegion,548.55,-751.717,13,57
EcalLeftInnRegion,589.183,-751.717,13,58
EcalLeftInnRegion,629.817,-751.717,13,59
EcalLeftInnRegion,670.45,-751.717,13,60
EcalLeftInnRegion,711.083,-751.717,13,61
EcalLeftInnRegion,751.717,-751.717,13,62
EcalLeftInnRegion,792.35,-751.717,13,63
EcalLeftInnRegion,-1767.55,-711.083,14,0
EcalLeftInnRegion,-1726.92,-711.083,14,1
EcalLeftInnRegion,-1686.28,-711.083,14,2
EcalLeftInnRegion,-1645.65,-711.083,14,3
EcalLeftInnRegion,-1605.02,-711.083,14,4
EcalLeftInnRegion,-1564.38,-711.083,14,5
EcalLeftInnRegion,-1523.75,-711.083,14,6
EcalLeftInnRegion,-1483.12,-711.083,14,7
EcalLeftInnRegion,-1442.48,-711.083,14,8
EcalLeftInnRegion,-1401.85,-711.083,14,9
EcalLeftInnRegion,-1361.22,-711.083,14,10
EcalLeftInnRegion,-1320.58,-711.083,14,11
EcalLeftInnRegion,-1279.95,-711.083,14,12
EcalLeftInnRegion,-1239.32,-711.083,14,13
EcalLeftInnRegion,-1198.68,-711.083,14,14
EcalLeftInnRegion,-1158.05,-711.083,14,15
EcalLeftInnRegion,-1117.42,-711.083,14,16
EcalLeftInnRegion,-1076.78,-711.083,14,17
EcalLeftInnRegion,-1036.15,-711.083,14,18
EcalLeftInnRegion,-995.517,-711.083,14,19
EcalLeftInnRegion,-954.883,-711.083,14,20
EcalLeftInnRegion,-914.25,-711.083,14,21
EcalLeftInnRegion,-873.617,-711.083,14,22
EcalLeftInnRegion,-832.983,-711.083,14,23
EcalLeftInnRegion,-792.35,-711.083,14,24
EcalLeftInnRegion,-751.717,-711.083,14,25
EcalLeftInnRegion,-711.083,-711.083,14,26
EcalLeftInnRegion,-670.45,-711.083,14,27
EcalLeftInnRegion,-629.817,-711.083,14,28
EcalLeftInnRegion,-589.183,-711.083,14,29
EcalLeftInnRegion,-548.55,-711.083,14,30
EcalLeftInnRegion,-507.917,-711.083,14,31
EcalLeftInnRegion,-467.283,-711.083,14,32
EcalLeftInnRegion,-426.65,-711.083,14,33
EcalLeftInnRegion,-386.017,-711.083,14,34
EcalLeftInnRegion,-345.383,-711.083,14,35
EcalLeftInnRegion,-304.75,-711.083,14,36
EcalLeftInnRegion,-264.117,-711.083,14,37
EcalLeftInnRegion,-223.483,-711.083,14,38
EcalLeftInnRegion,-182.85,-711.083,14,39
EcalLeftInnRegion,-142.217,-711.083,14,40
EcalLeftInnRegion,-101.583,-711.083,14,41
EcalLeftInnRegion,-60.95,-711.083,14,42
EcalLeftInnRegion,-20.3167,-711.083,14,43
EcalLeftInnRegion,20.3167,-711.083,14,44
EcalLeftInnRegion,60.95,-711.083,14,45
EcalLeftInnRegion,101.583,-711.083,14,46
EcalLeftInnRegion,142.217,-711.083,14,47
EcalLeftInnRegion,182.85,-711.083,14,48
EcalLeftInnRegion,223.483,-711.083,14,49
EcalLeftInnRegion,264.117,-711.083,14,50
EcalLeftInnRegion,304.75,-711.083,14,51
EcalLeftInnRegion,345.383,-711.083,14,52
EcalLeftInnRegion,386.017,-711.083,14,53
EcalLeftInnRegion,426.65,-711.083,14,54
EcalLeftInnRegion,467.283,-711.083,14,55
EcalLeftInnRegion,507.917,-711.083,14,56
EcalLeftInnRegion,548.55,-711.083,14,57
EcalLeftInnRegion,589.183,-711.083,14,58
EcalLeftInnRegion,629.817,-711.083,14,59
EcalLeftInnRegion,670.45,-711.083,14,60
EcalLeftInnRegion,711.083,-711.083,14,61
EcalLeftInnRegion,751.717,-711.083,14,62
EcalLeftInnRegion,792.35,-711.083,14,63
EcalLeftInnRegion,-1767.55,-670.45,15,0
EcalLeftInnRegion,-1726.92,-670.45,15,1
EcalLeftInnRegion,-1686.28,-670.45,15,2
EcalLeftInnRegion,-1645.65,-670.45,15,3
EcalLeftInnRegion,-1605.02,-670.45,15,4
EcalLeftInnRegion,-1564.38,-670.45,15,5
EcalLeftInnRegion,-1523.75,-670.45,15,6
EcalLeftInnRegion,-1483.12,-670.45,15,7
EcalLeftInnRegion,-1442.48,-670.45,15,8
EcalLeftInnRegion,-1401.85,-670.45,15,9
EcalLeftInnRegion,-1361.22,-670.45,15,10
EcalLeftInnRegion,-1320.58,-670.45,15,11
EcalLeftInnRegion,-1279.95,-670.45,15,12
EcalLeftInnRegion,-1239.32,-670.45,15,13
EcalLeftInnRegion,-1198.68,-670.45,15,14
EcalLeftInnRegion,-1158.05,-670.45,15,15
EcalLeftInnRegion,-1117.42,-670.45,15,16
EcalLeftInnRegion,-1076.78,-670.45,15,17
EcalLeftInnRegion,-1036.15,-670.45,15,18
EcalLeftInnRegion,-995.517,-670.45,15,19
EcalLeftInnRegion,-954.883,-670.45,15,20
EcalLeftInnRegion,-914.25,-670.45,15,21
EcalLeftInnRegion,-873.617,-670.45,15,22
EcalLeftInnRegion,-832.983,-670.45,15,23
EcalLeftInnRegion,-792.35,-670.45,15,24
EcalLeftInnRegion,-751.717,-670.45,15,25
EcalLeftInnRegion,-711.083,-670.45,15,26
EcalLeftInnRegion,-670.45,-670.45,15,27
EcalLeftInnRegion,-629.817,-670.45,15,28
EcalLeftInnRegion,-589.183,-670.45,15,29
EcalLeftInnRegion,-548.55,-670.45,15,30
EcalLeftInnRegion,-507.917,-670.45,15,31
EcalLeftInnRegion,-467.283,-670.45,15,32
EcalLeftInnRegion,-426.65,-670.45,15,33
EcalLeftInnRegion,-386.017,-670.45,15,34
EcalLeftInnRegion,-345.383,-670.45,15,35
EcalLeftInnRegion,-304.75,-670.45,15,36
EcalLeftInnRegion,-264.117,-670.45,15,37
EcalLeftInnRegion,-223.483,-670.45,15,38
EcalLeftInnRegion,-182.85,-670.45,15,39
EcalLeftInnRegion,-142.217,-670.45,15,40
EcalLeftInnRegion,-101.583,-670.45,15,41
EcalLeftInnRegion,-60.95,-670.45,15,42
EcalLeftInnRegion,-20.3167,-670.45,15,43
EcalLeftInnRegion,20.3167,-670.45,15,44
EcalLeftInnRegion,60.95,-670.45,15,45
EcalLeftInnRegion,101.583,-670.45,15,46
EcalLeftInnRegion,142.217,-670.45,15,47
EcalLeftInnRegion,182.85,-670.45,15,48
EcalLeftInnRegion,223.483,-670.45,15,49
EcalLeftInnRegion,264.117,-670.45,15,50
EcalLeftInnRegion,304.75,-670.45,15,51
EcalLeftInnRegion,345.383,-670.45,15,52
EcalLeftInnRegion,386.017,-670.45,15,53
EcalLeftInnRegion,426.65,-670.45,15,54
EcalLeftInnRegion,467.283,-670.45,15,55
EcalLeftInnRegion,507.917,-670.45,15,56
EcalLeftInnRegion,548.55,-670.45,15,57
EcalLeftInnRegion,589.183,-670.45,15,58
EcalLeftInnRegion,629.817,-670.45,15,59
EcalLeftInnRegion,670.45,-670.45,15,60
EcalLeftInnRegion,711.083,-670.45,15,61
EcalLeftInnRegion,751.717,-670.45,15,62
EcalLeftInnRegion,792.35,-670.45,15,63
EcalLeftInnRegion,-1767.55,-629.817,16,0
EcalLeftInnRegion,-1726.92,-629.817,16,1
EcalLeftInnRegion,-1686.28,-629.817,16,2
EcalLeftInnRegion,-1645.65,-629.817,16,3
EcalLeftInnRegion,-1605.02,-629.817,16,4
EcalLeftInnRegion,-1564.38,-629.817,16,5
EcalLeftInnRegion,-1523.75,-629.817,16,6
EcalLeftInnRegion,-1483.12,-629.817,16,7
EcalLeftInnRegion,-1442.48,-629.817,16,8
EcalLeftInnRegion,-1401.85,-629.817,16,9
EcalLeftInnRegion,-1361.22,-629.817,16,10
EcalLeftInnRegion,-1320.58,-629.817,16,11
EcalLeftInnRegion,-1279.95,-629.817,16,12
EcalLeftInnRegion,-1239.32,-629.817,16,13
EcalLeftInnRegion,-1198.68,-629.817,16,14
EcalLeftInnRegion,-1158.05,-629.817,16,15
EcalLeftInnRegion,-1117.42,-629.817,16,16
EcalLeftInnRegion,-1076.78,-629.817,16,17
EcalLeftInnRegion,-1036.15,-629.817,16,18
EcalLeftInnRegion,-995.517,-629.817,16,19
EcalLeftInnRegion,-954.883,-629.817,16,20
EcalLeftInnRegion,-914.25,-629.817,16,21
EcalLeftInnRegion,-873.617,-629.817,16,22
EcalLeftInnRegion,-832.983,-629.817,16,23
EcalLeftInnRegion,-792.35,-629.817,16,24
EcalLeftInnRegion,-751.717,-629.817,16,25
EcalLeftInnRegion,-711.083,-629.817,16,26
EcalLeftInnRegion,-670.45,-629.817,16,27
EcalLeftInnRegion,-629.817,-629.817,16,28
EcalLeftInnRegion,-589.183,-629.817,16,29
EcalLeftInnRegion,-548.55,-629.817,16,30
EcalLeftInnRegion,-507.917,-629.817,16,31
EcalLeftInnRegion,-467.283,-629.817,16,32
