a,n,x,y,z,r,c
1,Middle,639.975,822.63,12653.5,45,42
1,Middle,700.925,822.63,12653.5,45,43
1,Middle,761.875,822.63,12653.5,45,44
1,Middle,822.825,822.63,12653.5,45,45
1,Middle,883.775,822.63,12653.5,45,46
1,Middle,944.725,822.63,12653.5,45,47
1,Middle,1005.68,822.63,12653.5,45,48
1,Middle,1066.62,822.63,12653.5,45,49
1,Middle,1127.58,822.63,12653.5,45,50
1,Middle,1188.53,822.63,12653.5,45,51
1,Middle,1249.48,822.63,12653.5,45,52
1,Middle,1310.42,822.63,12653.5,45,53
1,Middle,1371.38,822.63,12653.5,45,54
1,Middle,1432.33,822.63,12653.5,45,55
1,Middle,1493.28,822.63,12653.5,45,56
1,Middle,1554.23,822.63,12653.5,45,57
1,Middle,1615.18,822.63,12653.5,45,58
1,Middle,1676.12,822.63,12653.5,45,59
1,Middle,1737.08,822.63,12653.5,45,60
1,Middle,1798.03,822.63,12653.5,45,61
1,Middle,1858.98,822.63,12653.5,45,62
1,Middle,1919.93,822.63,12653.5,45,63
1,Middle,30.475,883.579,12653.7,46,32
1,Middle,91.425,883.579,12653.7,46,33
1,Middle,152.375,883.579,12653.7,46,34
1,Middle,213.325,883.579,12653.7,46,35
1,Middle,274.275,883.579,12653.7,46,36
1,Middle,335.225,883.579,12653.7,46,37
1,Middle,396.175,883.579,12653.7,46,38
1,Middle,457.125,883.579,12653.7,46,39
1,Middle,518.075,883.579,12653.7,46,40
1,Middle,579.025,883.579,12653.7,46,41
1,Middle,639.975,883.579,12653.7,46,42
1,Middle,700.925,883.579,12653.7,46,43
1,Middle,761.875,883.579,12653.7,46,44
1,Middle,822.825,883.579,12653.7,46,45
1,Middle,883.775,883.579,12653.7,46,46
1,Middle,944.725,883.579,12653.7,46,47
1,Middle,1005.68,883.579,12653.7,46,48
1,Middle,1066.62,883.579,12653.7,46,49
1,Middle,1127.58,883.579,12653.7,46,50
1,Middle,1188.53,883.579,12653.7,46,51
1,Middle,1249.48,883.579,12653.7,46,52
1,Middle,1310.42,883.579,12653.7,46,53
1,Middle,1371.38,883.579,12653.7,46,54
1,Middle,1432.33,883.579,12653.7,46,55
1,Middle,1493.28,883.579,12653.7,46,56
1,Middle,1554.23,883.579,12653.7,46,57
1,Middle,1615.18,883.579,12653.7,46,58
1,Middle,1676.12,883.579,12653.7,46,59
1,Middle,1737.08,883.579,12653.7,46,60
1,Middle,1798.03,883.579,12653.7,46,61
1,Middle,1858.98,883.579,12653.7,46,62
1,Middle,1919.93,883.579,12653.7,46,63
1,Middle,30.475,944.529,12653.9,47,32
1,Middle,91.425,944.529,12653.9,47,33
1,Middle,152.375,944.529,12653.9,47,34
1,Middle,213.325,944.529,12653.9,47,35
1,Middle,274.275,944.529,12653.9,47,36
1,Middle,335.225,944.529,12653.9,47,37
1,Middle,396.175,944.529,12653.9,47,38
1,Middle,457.125,944.529,12653.9,47,39
1,Middle,518.075,944.529,12653.9,47,40
1,Middle,579.025,944.529,12653.9,47,41
1,Middle,639.975,944.529,12653.9,47,42
1,Middle,700.925,944.529,12653.9,47,43
1,Middle,761.875,944.529,12653.9,47,44
1,Middle,822.825,944.529,12653.9,47,45
1,Middle,883.775,944.529,12653.9,47,46
1,Middle,944.725,944.529,12653.9,47,47
1,Middle,1005.68,944.529,12653.9,47,48
1,Middle,1066.62,944.529,12653.9,47,49
1,Middle,1127.58,944.529,12653.9,47,50
1,Middle,1188.53,944.529,12653.9,47,51
1,Middle,1249.48,944.529,12653.9,47,52
1,Middle,1310.42,944.529,12653.9,47,53
1,Middle,1371.38,944.529,12653.9,47,54
1,Middle,1432.33,944.529,12653.9,47,55
1,Middle,1493.28,944.529,12653.9,47,56
1,Middle,1554.23,944.529,12653.9,47,57
1,Middle,1615.18,944.529,12653.9,47,58
1,Middle,1676.12,944.529,12653.9,47,59
1,Middle,1737.08,944.529,12653.9,47,60
1,Middle,1798.03,944.529,12653.9,47,61
1,Middle,1858.98,944.529,12653.9,47,62
1,Middle,1919.93,944.529,12653.9,47,63
1,Middle,30.475,1005.48,12654.1,48,32
1,Middle,91.425,1005.48,12654.1,48,33
1,Middle,152.375,1005.48,12654.1,48,34
1,Middle,213.325,1005.48,12654.1,48,35
1,Middle,274.275,1005.48,12654.1,48,36
1,Middle,335.225,1005.48,12654.1,48,37
1,Middle,396.175,1005.48,12654.1,48,38
1,Middle,457.125,1005.48,12654.1,48,39
1,Middle,518.075,1005.48,12654.1,48,40
1,Middle,579.025,1005.48,12654.1,48,41
1,Middle,639.975,1005.48,12654.1,48,42
1,Middle,700.925,1005.48,12654.1,48,43
1,Middle,761.875,1005.48,12654.1,48,44
1,Middle,822.825,1005.48,12654.1,48,45
1,Middle,883.775,1005.48,12654.1,48,46
1,Middle,944.725,1005.48,12654.1,48,47
1,Middle,1005.68,1005.48,12654.1,48,48
1,Middle,1066.62,1005.48,12654.1,48,49
1,Middle,1127.58,1005.48,12654.1,48,50
1,Middle,1188.53,1005.48,12654.1,48,51
1,Middle,1249.48,1005.48,12654.1,48,52
1,Middle,1310.42,1005.48,12654.1,48,53
1,Middle,1371.38,1005.48,12654.1,48,54
1,Middle,1432.33,1005.48,12654.1,48,55
1,Middle,1493.28,1005.48,12654.1,48,56
1,Middle,1554.23,1005.48,12654.1,48,57
1,Middle,1615.18,1005.48,12654.1,48,58
1,Middle,1676.12,1005.48,12654.1,48,59
1,Middle,1737.08,1005.48,12654.1,48,60
1,Middle,1798.03,1005.48,12654.1,48,61
1,Middle,1858.98,1005.48,12654.1,48,62
1,Middle,1919.93,1005.48,12654.1,48,63
1,Middle,30.475,1066.43,12654.4,49,32
1,Middle,91.425,1066.43,12654.4,49,33
1,Middle,152.375,1066.43,12654.4,49,34
1,Middle,213.325,1066.43,12654.4,49,35
1,Middle,274.275,1066.43,12654.4,49,36
1,Middle,335.225,1066.43,12654.4,49,37
1,Middle,396.175,1066.43,12654.4,49,38
1,Middle,457.125,1066.43,12654.4,49,39
1,Middle,518.075,1066.43,12654.4,49,40
1,Middle,579.025,1066.43,12654.4,49,41
1,Middle,639.975,1066.43,12654.4,49,42
1,Middle,700.925,1066.43,12654.4,49,43
1,Middle,761.875,1066.43,12654.4,49,44
1,Middle,822.825,1066.43,12654.4,49,45
1,Middle,883.775,1066.43,12654.4,49,46
1,Middle,944.725,1066.43,12654.4,49,47
1,Middle,1005.68,1066.43,12654.4,49,48
1,Middle,1066.62,1066.43,12654.4,49,49
1,Middle,1127.58,1066.43,12654.4,49,50
1,Middle,1188.53,1066.43,12654.4,49,51
1,Middle,1249.48,1066.43,12654.4,49,52
1,Middle,1310.42,1066.43,12654.4,49,53
1,Middle,1371.38,1066.43,12654.4,49,54
1,Middle,1432.33,1066.43,12654.4,49,55
1,Middle,1493.28,1066.43,12654.4,49,56
1,Middle,1554.23,1066.43,12654.4,49,57
1,Middle,1615.18,1066.43,12654.4,49,58
1,Middle,1676.12,1066.43,12654.4,49,59
1,Middle,1737.08,1066.43,12654.4,49,60
1,Middle,1798.03,1066.43,12654.4,49,61
1,Middle,1858.98,1066.43,12654.4,49,62
1,Middle,1919.93,1066.43,12654.4,49,63
1,Middle,30.475,1127.38,12654.6,50,32
1,Middle,91.425,1127.38,12654.6,50,33
1,Middle,152.375,1127.38,12654.6,50,34
1,Middle,213.325,1127.38,12654.6,50,35
1,Middle,274.275,1127.38,12654.6,50,36
1,Middle,335.225,1127.38,12654.6,50,37
1,Middle,396.175,1127.38,12654.6,50,38
1,Middle,457.125,1127.38,12654.6,50,39
1,Middle,518.075,1127.38,12654.6,50,40
1,Middle,579.025,1127.38,12654.6,50,41
1,Middle,639.975,1127.38,12654.6,50,42
1,Middle,700.925,1127.38,12654.6,50,43
1,Middle,761.875,1127.38,12654.6,50,44
1,Middle,822.825,1127.38,12654.6,50,45
1,Middle,883.775,1127.38,12654.6,50,46
1,Middle,944.725,1127.38,12654.6,50,47
1,Middle,1005.68,1127.38,12654.6,50,48
1,Middle,1066.62,1127.38,12654.6,50,49
1,Middle,1127.58,1127.38,12654.6,50,50
1,Middle,1188.53,1127.38,12654.6,50,51
1,Middle,1249.48,1127.38,12654.6,50,52
1,Middle,1310.42,1127.38,12654.6,50,53
1,Middle,1371.38,1127.38,12654.6,50,54
1,Middle,1432.33,1127.38,12654.6,50,55
1,Middle,1493.28,1127.38,12654.6,50,56
1,Middle,1554.23,1127.38,12654.6,50,57
1,Middle,1615.18,1127.38,12654.6,50,58
1,Middle,1676.12,1127.38,12654.6,50,59
1,Middle,1737.08,1127.38,12654.6,50,60
1,Middle,1798.03,1127.38,12654.6,50,61
1,Middle,1858.98,1127.38,12654.6,50,62
1,Middle,1919.93,1127.38,12654.6,50,63
1,Middle,30.475,1188.33,12654.8,51,32
1,Middle,91.425,1188.33,12654.8,51,33
1,Middle,152.375,1188.33,12654.8,51,34
1,Middle,213.325,1188.33,12654.8,51,35
1,Middle,274.275,1188.33,12654.8,51,36
1,Middle,335.225,1188.33,12654.8,51,37
1,Middle,396.175,1188.33,12654.8,51,38
1,Middle,457.125,1188.33,12654.8,51,39
1,Middle,518.075,1188.33,12654.8,51,40
1,Middle,579.025,1188.33,12654.8,51,41
1,Middle,639.975,1188.33,12654.8,51,42
1,Middle,700.925,1188.33,12654.8,51,43
1,Middle,761.875,1188.33,12654.8,51,44
1,Middle,822.825,1188.33,12654.8,51,45
1,Middle,883.775,1188.33,12654.8,51,46
1,Middle,944.725,1188.33,12654.8,51,47
1,Middle,1005.68,1188.33,12654.8,51,48
1,Middle,1066.62,1188.33,12654.8,51,49
1,Middle,1127.58,1188.33,12654.8,51,50
1,Middle,1188.53,1188.33,12654.8,51,51
1,Middle,1249.48,1188.33,12654.8,51,52
1,Middle,1310.42,1188.33,12654.8,51,53
1,Middle,1371.38,1188.33,12654.8,51,54
1,Middle,1432.33,1188.33,12654.8,51,55
1,Middle,1493.28,1188.33,12654.8,51,56
1,Middle,1554.23,1188.33,12654.8,51,57
1,Middle,1615.18,1188.33,12654.8,51,58
1,Middle,1676.12,1188.33,12654.8,51,59
1,Middle,1737.08,1188.33,12654.8,51,60
1,Middle,1798.03,1188.33,12654.8,51,61
1,Middle,1858.98,1188.33,12654.8,51,62
1,Middle,1919.93,1188.33,12654.8,51,63
0,Outer,60.95,-3108.62,12639.3,6,32
0,Outer,182.85,-3108.62,12639.3,6,33
0,Outer,304.75,-3108.62,12639.3,6,34
0,Outer,426.65,-3108.62,12639.3,6,35
0,Outer,548.55,-3108.62,12639.3,6,36
0,Outer,670.45,-3108.62,12639.3,6,37
0,Outer,792.35,-3108.62,12639.3,6,38
0,Outer,914.25,-3108.62,12639.3,6,39
0,Outer,1036.15,-3108.62,12639.3,6,40
0,Outer,1158.05,-3108.62,12639.3,6,41
0,Outer,1279.95,-3108.62,12639.3,6,42
0,Outer,1401.85,-3108.62,12639.3,6,43
0,Outer,1523.75,-3108.62,12639.3,6,44
0,Outer,1645.65,-3108.62,12639.3,6,45
0,Outer,1767.55,-3108.62,12639.3,6,46
0,Outer,1889.45,-3108.62,12639.3,6,47
0,Outer,2011.35,-3108.62,12639.3,6,48
0,Outer,2133.25,-3108.62,12639.3,6,49
0,Outer,2255.15,-3108.62,12639.3,6,50
0,Outer,2377.05,-3108.62,12639.3,6,51
0,Outer,2498.95,-3108.62,12639.3,6,52
0,Outer,2620.85,-3108.62,12639.3,6,53
0,Outer,2742.75,-3108.62,12639.3,6,54
0,Outer,2864.65,-3108.62,12639.3,6,55
0,Outer,2986.55,-3108.62,12639.3,6,56
0,Outer,3108.45,-3108.62,12639.3,6,57
0,Outer,3230.35,-3108.62,12639.3,6,58
0,Outer,3352.25,-3108.62,12639.3,6,59
0,Outer,3474.15,-3108.62,12639.3,6,60
0,Outer,3596.05,-3108.62,12639.3,6,61
0,Outer,3717.95,-3108.62,12639.3,6,62
0,Outer,3839.85,-3108.62,12639.3,6,63
0,Outer,60.95,-2986.72,12639.7,7,32
0,Outer,182.85,-2986.72,12639.7,7,33
0,Outer,304.75,-2986.72,12639.7,7,34
0,Outer,426.65,-2986.72,12639.7,7,35
0,Outer,548.55,-2986.72,12639.7,7,36
0,Outer,670.45,-2986.72,12639.7,7,37
0,Outer,792.35,-2986.72,12639.7,7,38
0,Outer,914.25,-2986.72,12639.7,7,39
0,Outer,1036.15,-2986.72,12639.7,7,40
0,Outer,1158.05,-2986.72,12639.7,7,41
0,Outer,1279.95,-2986.72,12639.7,7,42
0,Outer,1401.85,-2986.72,12639.7,7,43
0,Outer,1523.75,-2986.72,12639.7,7,44
0,Outer,1645.65,-2986.72,12639.7,7,45
0,Outer,1767.55,-2986.72,12639.7,7,46
0,Outer,1889.45,-2986.72,12639.7,7,47
0,Outer,2011.35,-2986.72,12639.7,7,48
0,Outer,2133.25,-2986.72,12639.7,7,49
0,Outer,2255.15,-2986.72,12639.7,7,50
0,Outer,2377.05,-2986.72,12639.7,7,51
0,Outer,2498.95,-2986.72,12639.7,7,52
0,Outer,2620.85,-2986.72,12639.7,7,53
0,Outer,2742.75,-2986.72,12639.7,7,54
0,Outer,2864.65,-2986.72,12639.7,7,55
0,Outer,2986.55,-2986.72,12639.7,7,56
0,Outer,3108.45,-2986.72,12639.7,7,57
0,Outer,3230.35,-2986.72,12639.7,7,58
0,Outer,3352.25,-2986.72,12639.7,7,59
0,Outer,3474.15,-2986.72,12639.7,7,60
0,Outer,3596.05,-2986.72,12639.7,7,61
0,Outer,3717.95,-2986.72,12639.7,7,62
0,Outer,3839.85,-2986.72,12639.7,7,63
0,Outer,60.95,-2864.82,12640.2,8,32
0,Outer,182.85,-2864.82,12640.2,8,33
0,Outer,304.75,-2864.82,12640.2,8,34
0,Outer,426.65,-2864.82,12640.2,8,35
0,Outer,548.55,-2864.82,12640.2,8,36
0,Outer,670.45,-2864.82,12640.2,8,37
0,Outer,792.35,-2864.82,12640.2,8,38
0,Outer,914.25,-2864.82,12640.2,8,39
0,Outer,1036.15,-2864.82,12640.2,8,40
0,Outer,1158.05,-2864.82,12640.2,8,41
0,Outer,1279.95,-2864.82,12640.2,8,42
0,Outer,1401.85,-2864.82,12640.2,8,43
0,Outer,1523.75,-2864.82,12640.2,8,44
0,Outer,1645.65,-2864.82,12640.2,8,45
0,Outer,1767.55,-2864.82,12640.2,8,46
0,Outer,1889.45,-2864.82,12640.2,8,47
0,Outer,2011.35,-2864.82,12640.2,8,48
0,Outer,2133.25,-2864.82,12640.2,8,49
0,Outer,2255.15,-2864.82,12640.2,8,50
0,Outer,2377.05,-2864.82,12640.2,8,51
0,Outer,2498.95,-2864.82,12640.2,8,52
0,Outer,2620.85,-2864.82,12640.2,8,53
0,Outer,2742.75,-2864.82,12640.2,8,54
0,Outer,2864.65,-2864.82,12640.2,8,55
0,Outer,2986.55,-2864.82,12640.2,8,56
0,Outer,3108.45,-2864.82,12640.2,8,57
0,Outer,3230.35,-2864.82,12640.2,8,58
0,Outer,3352.25,-2864.82,12640.2,8,59
0,Outer,3474.15,-2864.82,12640.2,8,60
0,Outer,3596.05,-2864.82,12640.2,8,61
0,Outer,3717.95,-2864.82,12640.2,8,62
0,Outer,3839.85,-2864.82,12640.2,8,63
0,Outer,60.95,-2742.92,12640.6,9,32
0,Outer,182.85,-2742.92,12640.6,9,33
0,Outer,304.75,-2742.92,12640.6,9,34
0,Outer,426.65,-2742.92,12640.6,9,35
0,Outer,548.55,-2742.92,12640.6,9,36
0,Outer,670.45,-2742.92,12640.6,9,37
0,Outer,792.35,-2742.92,12640.6,9,38
0,Outer,914.25,-2742.92,12640.6,9,39
0,Outer,1036.15,-2742.92,12640.6,9,40
0,Outer,1158.05,-2742.92,12640.6,9,41
0,Outer,1279.95,-2742.92,12640.6,9,42
0,Outer,1401.85,-2742.92,12640.6,9,43
0,Outer,1523.75,-2742.92,12640.6,9,44
0,Outer,1645.65,-2742.92,12640.6,9,45
0,Outer,1767.55,-2742.92,12640.6,9,46
0,Outer,1889.45,-2742.92,12640.6,9,47
0,Outer,2011.35,-2742.92,12640.6,9,48
0,Outer,2133.25,-2742.92,12640.6,9,49
0,Outer,2255.15,-2742.92,12640.6,9,50
0,Outer,2377.05,-2742.92,12640.6,9,51
0,Outer,2498.95,-2742.92,12640.6,9,52
0,Outer,2620.85,-2742.92,12640.6,9,53
0,Outer,2742.75,-2742.92,12640.6,9,54
0,Outer,2864.65,-2742.92,12640.6,9,55
0,Outer,2986.55,-2742.92,12640.6,9,56
0,Outer,3108.45,-2742.92,12640.6,9,57
0,Outer,3230.35,-2742.92,12640.6,9,58
0,Outer,3352.25,-2742.92,12640.6,9,59
0,Outer,3474.15,-2742.92,12640.6,9,60
0,Outer,3596.05,-2742.92,12640.6,9,61
0,Outer,3717.95,-2742.92,12640.6,9,62
0,Outer,3839.85,-2742.92,12640.6,9,63
0,Outer,60.95,-2621.02,12641,10,32
0,Outer,182.85,-2621.02,12641,10,33
0,Outer,304.75,-2621.02,12641,10,34
0,Outer,426.65,-2621.02,12641,10,35
0,Outer,548.55,-2621.02,12641,10,36
0,Outer,670.45,-2621.02,12641,10,37
0,Outer,792.35,-2621.02,12641,10,38
0,Outer,914.25,-2621.02,12641,10,39
0,Outer,1036.15,-2621.02,12641,10,40
0,Outer,1158.05,-2621.02,12641,10,41
0,Outer,1279.95,-2621.02,12641,10,42
0,Outer,1401.85,-2621.02,12641,10,43
0,Outer,1523.75,-2621.02,12641,10,44
0,Outer,1645.65,-2621.02,12641,10,45
0,Outer,1767.55,-2621.02,12641,10,46
0,Outer,1889.45,-2621.02,12641,10,47
0,Outer,2011.35,-2621.02,12641,10,48
0,Outer,2133.25,-2621.02,12641,10,49
0,Outer,2255.15,-2621.02,12641,10,50
0,Outer,2377.05,-2621.02,12641,10,51
0,Outer,2498.95,-2621.02,12641,10,52
0,Outer,2620.85,-2621.02,12641,10,53
0,Outer,2742.75,-2621.02,12641,10,54
0,Outer,2864.65,-2621.02,12641,10,55
0,Outer,2986.55,-2621.02,12641,10,56
0,Outer,3108.45,-2621.02,12641,10,57
0,Outer,3230.35,-2621.02,12641,10,58
0,Outer,3352.25,-2621.02,12641,10,59
0,Outer,3474.15,-2621.02,12641,10,60
0,Outer,3596.05,-2621.02,12641,10,61
0,Outer,3717.95,-2621.02,12641,10,62
0,Outer,3839.85,-2621.02,12641,10,63
0,Outer,60.95,-2499.12,12641.5,11,32
0,Outer,182.85,-2499.12,12641.5,11,33
0,Outer,304.75,-2499.12,12641.5,11,34
0,Outer,426.65,-2499.12,12641.5,11,35
0,Outer,548.55,-2499.12,12641.5,11,36
0,Outer,670.45,-2499.12,12641.5,11,37
0,Outer,792.35,-2499.12,12641.5,11,38
0,Outer,914.25,-2499.12,12641.5,11,39
0,Outer,1036.15,-2499.12,12641.5,11,40
0,Outer,1158.05,-2499.12,12641.5,11,41
0,Outer,1279.95,-2499.12,12641.5,11,42
0,Outer,1401.85,-2499.12,12641.5,11,43
0,Outer,1523.75,-2499.12,12641.5,11,44
0,Outer,1645.65,-2499.12,12641.5,11,45
0,Outer,1767.55,-2499.12,12641.5,11,46
0,Outer,1889.45,-2499.12,12641.5,11,47
0,Outer,2011.35,-2499.12,12641.5,11,48
0,Outer,2133.25,-2499.12,12641.5,11,49
0,Outer,2255.15,-2499.12,12641.5,11,50
0,Outer,2377.05,-2499.12,12641.5,11,51
0,Outer,2498.95,-2499.12,12641.5,11,52
0,Outer,2620.85,-2499.12,12641.5,11,53
0,Outer,2742.75,-2499.12,12641.5,11,54
0,Outer,2864.65,-2499.12,12641.5,11,55
0,Outer,2986.55,-2499.12,12641.5,11,56
0,Outer,3108.45,-2499.12,12641.5,11,57
0,Outer,3230.35,-2499.12,12641.5,11,58
0,Outer,3352.25,-2499.12,12641.5,11,59
0,Outer,3474.15,-2499.12,12641.5,11,60
0,Outer,3596.05,-2499.12,12641.5,11,61
0,Outer,3717.95,-2499.12,12641.5,11,62
0,Outer,3839.85,-2499.12,12641.5,11,63
0,Outer,60.95,-2377.22,12641.9,12,32
0,Outer,182.85,-2377.22,12641.9,12,33
0,Outer,304.75,-2377.22,12641.9,12,34
0,Outer,426.65,-2377.22,12641.9,12,35
0,Outer,548.55,-2377.22,12641.9,12,36
0,Outer,670.45,-2377.22,12641.9,12,37
0,Outer,792.35,-2377.22,12641.9,12,38
0,Outer,914.25,-2377.22,12641.9,12,39
0,Outer,1036.15,-2377.22,12641.9,12,40
0,Outer,1158.05,-2377.22,12641.9,12,41
0,Outer,1279.95,-2377.22,12641.9,12,42
0,Outer,1401.85,-2377.22,12641.9,12,43
0,Outer,1523.75,-2377.22,12641.9,12,44
0,Outer,1645.65,-2377.22,12641.9,12,45
0,Outer,1767.55,-2377.22,12641.9,12,46
0,Outer,1889.45,-2377.22,12641.9,12,47
0,Outer,2011.35,-2377.22,12641.9,12,48
0,Outer,2133.25,-2377.22,12641.9,12,49
0,Outer,2255.15,-2377.22,12641.9,12,50
0,Outer,2377.05,-2377.22,12641.9,12,51
0,Outer,2498.95,-2377.22,12641.9,12,52
0,Outer,2620.85,-2377.22,12641.9,12,53
0,Outer,2742.75,-2377.22,12641.9,12,54
0,Outer,2864.65,-2377.22,12641.9,12,55
0,Outer,2986.55,-2377.22,12641.9,12,56
0,Outer,3108.45,-2377.22,12641.9,12,57
0,Outer,3230.35,-2377.22,12641.9,12,58
0,Outer,3352.25,-2377.22,12641.9,12,59
0,Outer,3474.15,-2377.22,12641.9,12,60
0,Outer,3596.05,-2377.22,12641.9,12,61
0,Outer,3717.95,-2377.22,12641.9,12,62
0,Outer,3839.85,-2377.22,12641.9,12,63
0,Outer,60.95,-2255.33,12642.4,13,32
0,Outer,182.85,-2255.33,12642.4,13,33
0,Outer,304.75,-2255.33,12642.4,13,34
0,Outer,426.65,-2255.33,12642.4,13,35
0,Outer,548.55,-2255.33,12642.4,13,36
0,Outer,670.45,-2255.33,12642.4,13,37
0,Outer,792.35,-2255.33,12642.4,13,38
0,Outer,914.25,-2255.33,12642.4,13,39
0,Outer,1036.15,-2255.33,12642.4,13,40
0,Outer,1158.05,-2255.33,12642.4,13,41
0,Outer,1279.95,-2255.33,12642.4,13,42
0,Outer,1401.85,-2255.33,12642.4,13,43
0,Outer,1523.75,-2255.33,12642.4,13,44
0,Outer,1645.65,-2255.33,12642.4,13,45
0,Outer,1767.55,-2255.33,12642.4,13,46
0,Outer,1889.45,-2255.33,12642.4,13,47
0,Outer,2011.35,-2255.33,12642.4,13,48
0,Outer,2133.25,-2255.33,12642.4,13,49
0,Outer,2255.15,-2255.33,12642.4,13,50
0,Outer,2377.05,-2255.33,12642.4,13,51
0,Outer,2498.95,-2255.33,12642.4,13,52
0,Outer,2620.85,-2255.33,12642.4,13,53
0,Outer,2742.75,-2255.33,12642.4,13,54
0,Outer,2864.65,-2255.33,12642.4,13,55
0,Outer,2986.55,-2255.33,12642.4,13,56
0,Outer,3108.45,-2255.33,12642.4,13,57
0,Outer,3230.35,-2255.33,12642.4,13,58
0,Outer,3352.25,-2255.33,12642.4,13,59
0,Outer,3474.15,-2255.33,12642.4,13,60
0,Outer,3596.05,-2255.33,12642.4,13,61
0,Outer,3717.95,-2255.33,12642.4,13,62
0,Outer,3839.85,-2255.33,12642.4,13,63
0,Outer,60.95,-2133.43,12642.8,14,32
0,Outer,182.85,-2133.43,12642.8,14,33
0,Outer,304.75,-2133.43,12642.8,14,34
0,Outer,426.65,-2133.43,12642.8,14,35
0,Outer,548.55,-2133.43,12642.8,14,36
0,Outer,670.45,-2133.43,12642.8,14,37
0,Outer,792.35,-2133.43,12642.8,14,38
0,Outer,914.25,-2133.43,12642.8,14,39
0,Outer,1036.15,-2133.43,12642.8,14,40
0,Outer,1158.05,-2133.43,12642.8,14,41
0,Outer,1279.95,-2133.43,12642.8,14,42
0,Outer,1401.85,-2133.43,12642.8,14,43
0,Outer,1523.75,-2133.43,12642.8,14,44
0,Outer,1645.65,-2133.43,12642.8,14,45
0,Outer,1767.55,-2133.43,12642.8,14,46
0,Outer,1889.45,-2133.43,12642.8,14,47
0,Outer,2011.35,-2133.43,12642.8,14,48
0,Outer,2133.25,-2133.43,12642.8,14,49
0,Outer,2255.15,-2133.43,12642.8,14,50
0,Outer,2377.05,-2133.43,12642.8,14,51
0,Outer,2498.95,-2133.43,12642.8,14,52
0,Outer,2620.85,-2133.43,12642.8,14,53
0,Outer,2742.75,-2133.43,12642.8,14,54
0,Outer,2864.65,-2133.43,12642.8,14,55
0,Outer,2986.55,-2133.43,12642.8,14,56
0,Outer,3108.45,-2133.43,12642.8,14,57
0,Outer,3230.35,-2133.43,12642.8,14,58
0,Outer,3352.25,-2133.43,12642.8,14,59
0,Outer,3474.15,-2133.43,12642.8,14,60
0,Outer,3596.05,-2133.43,12642.8,14,61
0,Outer,3717.95,-2133.43,12642.8,14,62
0,Outer,3839.85,-2133.43,12642.8,14,63
0,Outer,60.95,-2011.53,12643.2,15,32
0,Outer,182.85,-2011.53,12643.2,15,33
0,Outer,304.75,-2011.53,12643.2,15,34
0,Outer,426.65,-2011.53,12643.2,15,35
0,Outer,548.55,-2011.53,12643.2,15,36
0,Outer,670.45,-2011.53,12643.2,15,37
0,Outer,792.35,-2011.53,12643.2,15,38
0,Outer,914.25,-2011.53,12643.2,15,39
0,Outer,1036.15,-2011.53,12643.2,15,40
0,Outer,1158.05,-2011.53,12643.2,15,41
0,Outer,1279.95,-2011.53,12643.2,15,42
0,Outer,1401.85,-2011.53,12643.2,15,43
0,Outer,1523.75,-2011.53,12643.2,15,44
0,Outer,1645.65,-2011.53,12643.2,15,45
0,Outer,1767.55,-2011.53,12643.2,15,46
0,Outer,1889.45,-2011.53,12643.2,15,47
0,Outer,2011.35,-2011.53,12643.2,15,48
0,Outer,2133.25,-2011.53,12643.2,15,49
0,Outer,2255.15,-2011.53,12643.2,15,50
0,Outer,2377.05,-2011.53,12643.2,15,51
0,Outer,2498.95,-2011.53,12643.2,15,52
0,Outer,2620.85,-2011.53,12643.2,15,53
0,Outer,2742.75,-2011.53,12643.2,15,54
0,Outer,2864.65,-2011.53,12643.2,15,55
0,Outer,2986.55,-2011.53,12643.2,15,56
0,Outer,3108.45,-2011.53,12643.2,15,57
0,Outer,3230.35,-2011.53,12643.2,15,58
0,Outer,3352.25,-2011.53,12643.2,15,59
0,Outer,3474.15,-2011.53,12643.2,15,60
0,Outer,3596.05,-2011.53,12643.2,15,61
0,Outer,3717.95,-2011.53,12643.2,15,62
0,Outer,3839.85,-2011.53,12643.2,15,63
0,Outer,60.95,-1889.63,12643.7,16,32
0,Outer,182.85,-1889.63,12643.7,16,33
0,Outer,304.75,-1889.63,12643.7,16,34
0,Outer,426.65,-1889.63,12643.7,16,35
0,Outer,548.55,-1889.63,12643.7,16,36
0,Outer,670.45,-1889.63,12643.7,16,37
0,Outer,792.35,-1889.63,12643.7,16,38
0,Outer,914.25,-1889.63,12643.7,16,39
0,Outer,1036.15,-1889.63,12643.7,16,40
0,Outer,1158.05,-1889.63,12643.7,16,41
0,Outer,1279.95,-1889.63,12643.7,16,42
0,Outer,1401.85,-1889.63,12643.7,16,43
0,Outer,1523.75,-1889.63,12643.7,16,44
0,Outer,1645.65,-1889.63,12643.7,16,45
0,Outer,1767.55,-1889.63,12643.7,16,46
0,Outer,1889.45,-1889.63,12643.7,16,47
0,Outer,2011.35,-1889.63,12643.7,16,48
0,Outer,2133.25,-1889.63,12643.7,16,49
0,Outer,2255.15,-1889.63,12643.7,16,50
0,Outer,2377.05,-1889.63,12643.7,16,51
0,Outer,2498.95,-1889.63,12643.7,16,52
0,Outer,2620.85,-1889.63,12643.7,16,53
0,Outer,2742.75,-1889.63,12643.7,16,54
0,Outer,2864.65,-1889.63,12643.7,16,55
0,Outer,2986.55,-1889.63,12643.7,16,56
