a,n,x,y,z,r,c
0,Outer,2742.75,3108.24,12661.7,57,54
0,Outer,2864.65,3108.24,12661.7,57,55
0,Outer,2986.55,3108.24,12661.7,57,56
0,Outer,3108.45,3108.24,12661.7,57,57
0,Outer,3230.35,3108.24,12661.7,57,58
0,Outer,3352.25,3108.24,12661.7,57,59
0,Outer,3474.15,3108.24,12661.7,57,60
0,Outer,3596.05,3108.24,12661.7,57,61
0,Outer,3717.95,3108.24,12661.7,57,62
0,Outer,3839.85,3108.24,12661.7,57,63
2,Inner,-954.883,-711.242,12640.4,14,8
2,Inner,-914.25,-711.242,12640.4,14,9
2,Inner,-873.617,-711.242,12640.4,14,10
2,Inner,-832.983,-711.242,12640.4,14,11
2,Inner,-792.35,-711.242,12640.4,14,12
2,Inner,-751.717,-711.242,12640.4,14,13
2,Inner,-711.083,-711.242,12640.4,14,14
2,Inner,-670.45,-711.242,12640.4,14,15
2,Inner,-629.817,-711.242,12640.4,14,16
2,Inner,-589.183,-711.242,12640.4,14,17
2,Inner,-548.55,-711.242,12640.4,14,18
2,Inner,-507.917,-711.242,12640.4,14,19
2,Inner,-467.283,-711.242,12640.4,14,20
2,Inner,-426.65,-711.242,12640.4,14,21
2,Inner,-386.017,-711.242,12640.4,14,22
2,Inner,-345.383,-711.242,12640.4,14,23
2,Inner,-304.75,-711.242,12640.4,14,24
2,Inner,-264.117,-711.242,12640.4,14,25
2,Inner,-223.483,-711.242,12640.4,14,26
2,Inner,-182.85,-711.242,12640.4,14,27
2,Inner,-142.217,-711.242,12640.4,14,28
2,Inner,-101.583,-711.242,12640.4,14,29
2,Inner,-60.95,-711.242,12640.4,14,30
2,Inner,-20.3167,-711.242,12640.4,14,31
2,Inner,-954.883,-670.609,12640.6,15,8
2,Inner,-914.25,-670.609,12640.6,15,9
2,Inner,-873.617,-670.609,12640.6,15,10
2,Inner,-832.983,-670.609,12640.6,15,11
2,Inner,-792.35,-670.609,12640.6,15,12
2,Inner,-751.717,-670.609,12640.6,15,13
2,Inner,-711.083,-670.609,12640.6,15,14
2,Inner,-670.45,-670.609,12640.6,15,15
2,Inner,-629.817,-670.609,12640.6,15,16
2,Inner,-589.183,-670.609,12640.6,15,17
2,Inner,-548.55,-670.609,12640.6,15,18
2,Inner,-507.917,-670.609,12640.6,15,19
2,Inner,-467.283,-670.609,12640.6,15,20
2,Inner,-426.65,-670.609,12640.6,15,21
2,Inner,-386.017,-670.609,12640.6,15,22
2,Inner,-345.383,-670.609,12640.6,15,23
2,Inner,-304.75,-670.609,12640.6,15,24
2,Inner,-264.117,-670.609,12640.6,15,25
2,Inner,-223.483,-670.609,12640.6,15,26
2,Inner,-182.85,-670.609,12640.6,15,27
2,Inner,-142.217,-670.609,12640.6,15,28
2,Inner,-101.583,-670.609,12640.6,15,29
2,Inner,-60.95,-670.609,12640.6,15,30
2,Inner,-20.3167,-670.609,12640.6,15,31
2,Inner,-954.883,-629.975,12640.7,16,8
2,Inner,-914.25,-629.975,12640.7,16,9
2,Inner,-873.617,-629.975,12640.7,16,10
2,Inner,-832.983,-629.975,12640.7,16,11
2,Inner,-792.35,-629.975,12640.7,16,12
2,Inner,-751.717,-629.975,12640.7,16,13
2,Inner,-711.083,-629.975,12640.7,16,14
2,Inner,-670.45,-629.975,12640.7,16,15
2,Inner,-629.817,-629.975,12640.7,16,16
2,Inner,-589.183,-629.975,12640.7,16,17
2,Inner,-548.55,-629.975,12640.7,16,18
2,Inner,-507.917,-629.975,12640.7,16,19
2,Inner,-467.283,-629.975,12640.7,16,20
2,Inner,-426.65,-629.975,12640.7,16,21
2,Inner,-386.017,-629.975,12640.7,16,22
2,Inner,-345.383,-629.975,12640.7,16,23
2,Inner,-304.75,-629.975,12640.7,16,24
2,Inner,-264.117,-629.975,12640.7,16,25
2,Inner,-223.483,-629.975,12640.7,16,26
2,Inner,-182.85,-629.975,12640.7,16,27
2,Inner,-142.217,-629.975,12640.7,16,28
2,Inner,-101.583,-629.975,12640.7,16,29
2,Inner,-60.95,-629.975,12640.7,16,30
2,Inner,-20.3167,-629.975,12640.7,16,31
2,Inner,-954.883,-589.342,12640.9,17,8
2,Inner,-914.25,-589.342,12640.9,17,9
2,Inner,-873.617,-589.342,12640.9,17,10
2,Inner,-832.983,-589.342,12640.9,17,11
2,Inner,-792.35,-589.342,12640.9,17,12
2,Inner,-751.717,-589.342,12640.9,17,13
2,Inner,-711.083,-589.342,12640.9,17,14
2,Inner,-670.45,-589.342,12640.9,17,15
2,Inner,-629.817,-589.342,12640.9,17,16
2,Inner,-589.183,-589.342,12640.9,17,17
2,Inner,-548.55,-589.342,12640.9,17,18
2,Inner,-507.917,-589.342,12640.9,17,19
2,Inner,-467.283,-589.342,12640.9,17,20
2,Inner,-426.65,-589.342,12640.9,17,21
2,Inner,-386.017,-589.342,12640.9,17,22
2,Inner,-345.383,-589.342,12640.9,17,23
2,Inner,-304.75,-589.342,12640.9,17,24
2,Inner,-264.117,-589.342,12640.9,17,25
2,Inner,-223.483,-589.342,12640.9,17,26
2,Inner,-182.85,-589.342,12640.9,17,27
2,Inner,-142.217,-589.342,12640.9,17,28
2,Inner,-101.583,-589.342,12640.9,17,29
2,Inner,-60.95,-589.342,12640.9,17,30
2,Inner,-20.3167,-589.342,12640.9,17,31
2,Inner,-954.883,-548.709,12641,18,8
2,Inner,-914.25,-548.709,12641,18,9
2,Inner,-873.617,-548.709,12641,18,10
2,Inner,-832.983,-548.709,12641,18,11
2,Inner,-792.35,-548.709,12641,18,12
2,Inner,-751.717,-548.709,12641,18,13
2,Inner,-711.083,-548.709,12641,18,14
2,Inner,-670.45,-548.709,12641,18,15
2,Inner,-629.817,-548.709,12641,18,16
2,Inner,-589.183,-548.709,12641,18,17
2,Inner,-548.55,-548.709,12641,18,18
2,Inner,-507.917,-548.709,12641,18,19
2,Inner,-467.283,-548.709,12641,18,20
2,Inner,-426.65,-548.709,12641,18,21
2,Inner,-386.017,-548.709,12641,18,22
2,Inner,-345.383,-548.709,12641,18,23
2,Inner,-304.75,-548.709,12641,18,24
2,Inner,-264.117,-548.709,12641,18,25
2,Inner,-223.483,-548.709,12641,18,26
2,Inner,-182.85,-548.709,12641,18,27
2,Inner,-142.217,-548.709,12641,18,28
2,Inner,-101.583,-548.709,12641,18,29
2,Inner,-60.95,-548.709,12641,18,30
2,Inner,-20.3167,-548.709,12641,18,31
2,Inner,-954.883,-508.076,12641.2,19,8
2,Inner,-914.25,-508.076,12641.2,19,9
2,Inner,-873.617,-508.076,12641.2,19,10
2,Inner,-832.983,-508.076,12641.2,19,11
2,Inner,-792.35,-508.076,12641.2,19,12
2,Inner,-751.717,-508.076,12641.2,19,13
2,Inner,-711.083,-508.076,12641.2,19,14
2,Inner,-670.45,-508.076,12641.2,19,15
2,Inner,-629.817,-508.076,12641.2,19,16
2,Inner,-589.183,-508.076,12641.2,19,17
2,Inner,-548.55,-508.076,12641.2,19,18
2,Inner,-507.917,-508.076,12641.2,19,19
2,Inner,-467.283,-508.076,12641.2,19,20
2,Inner,-426.65,-508.076,12641.2,19,21
2,Inner,-386.017,-508.076,12641.2,19,22
2,Inner,-345.383,-508.076,12641.2,19,23
2,Inner,-304.75,-508.076,12641.2,19,24
2,Inner,-264.117,-508.076,12641.2,19,25
2,Inner,-223.483,-508.076,12641.2,19,26
2,Inner,-182.85,-508.076,12641.2,19,27
2,Inner,-142.217,-508.076,12641.2,19,28
2,Inner,-101.583,-508.076,12641.2,19,29
2,Inner,-60.95,-508.076,12641.2,19,30
2,Inner,-20.3167,-508.076,12641.2,19,31
2,Inner,-954.883,-467.443,12641.3,20,8
2,Inner,-914.25,-467.443,12641.3,20,9
2,Inner,-873.617,-467.443,12641.3,20,10
2,Inner,-832.983,-467.443,12641.3,20,11
2,Inner,-792.35,-467.443,12641.3,20,12
2,Inner,-751.717,-467.443,12641.3,20,13
2,Inner,-711.083,-467.443,12641.3,20,14
2,Inner,-670.45,-467.443,12641.3,20,15
2,Inner,-629.817,-467.443,12641.3,20,16
2,Inner,-589.183,-467.443,12641.3,20,17
2,Inner,-548.55,-467.443,12641.3,20,18
2,Inner,-507.917,-467.443,12641.3,20,19
2,Inner,-467.283,-467.443,12641.3,20,20
2,Inner,-426.65,-467.443,12641.3,20,21
2,Inner,-386.017,-467.443,12641.3,20,22
2,Inner,-345.383,-467.443,12641.3,20,23
2,Inner,-304.75,-467.443,12641.3,20,24
2,Inner,-264.117,-467.443,12641.3,20,25
2,Inner,-223.483,-467.443,12641.3,20,26
2,Inner,-182.85,-467.443,12641.3,20,27
2,Inner,-142.217,-467.443,12641.3,20,28
2,Inner,-101.583,-467.443,12641.3,20,29
2,Inner,-60.95,-467.443,12641.3,20,30
2,Inner,-20.3167,-467.443,12641.3,20,31
2,Inner,-954.883,-426.81,12641.5,21,8
2,Inner,-914.25,-426.81,12641.5,21,9
2,Inner,-873.617,-426.81,12641.5,21,10
2,Inner,-832.983,-426.81,12641.5,21,11
2,Inner,-792.35,-426.81,12641.5,21,12
2,Inner,-751.717,-426.81,12641.5,21,13
2,Inner,-711.083,-426.81,12641.5,21,14
2,Inner,-670.45,-426.81,12641.5,21,15
2,Inner,-629.817,-426.81,12641.5,21,16
2,Inner,-589.183,-426.81,12641.5,21,17
2,Inner,-548.55,-426.81,12641.5,21,18
2,Inner,-507.917,-426.81,12641.5,21,19
2,Inner,-467.283,-426.81,12641.5,21,20
2,Inner,-426.65,-426.81,12641.5,21,21
2,Inner,-386.017,-426.81,12641.5,21,22
2,Inner,-345.383,-426.81,12641.5,21,23
2,Inner,-304.75,-426.81,12641.5,21,24
2,Inner,-264.117,-426.81,12641.5,21,25
2,Inner,-223.483,-426.81,12641.5,21,26
2,Inner,-182.85,-426.81,12641.5,21,27
2,Inner,-142.217,-426.81,12641.5,21,28
2,Inner,-101.583,-426.81,12641.5,21,29
2,Inner,-60.95,-426.81,12641.5,21,30
2,Inner,-20.3167,-426.81,12641.5,21,31
2,Inner,-954.883,-386.177,12641.6,22,8
2,Inner,-914.25,-386.177,12641.6,22,9
2,Inner,-873.617,-386.177,12641.6,22,10
2,Inner,-832.983,-386.177,12641.6,22,11
2,Inner,-792.35,-386.177,12641.6,22,12
2,Inner,-751.717,-386.177,12641.6,22,13
2,Inner,-711.083,-386.177,12641.6,22,14
2,Inner,-670.45,-386.177,12641.6,22,15
2,Inner,-629.817,-386.177,12641.6,22,16
2,Inner,-589.183,-386.177,12641.6,22,17
2,Inner,-548.55,-386.177,12641.6,22,18
2,Inner,-507.917,-386.177,12641.6,22,19
2,Inner,-467.283,-386.177,12641.6,22,20
2,Inner,-426.65,-386.177,12641.6,22,21
2,Inner,-386.017,-386.177,12641.6,22,22
2,Inner,-345.383,-386.177,12641.6,22,23
2,Inner,-304.75,-386.177,12641.6,22,24
2,Inner,-264.117,-386.177,12641.6,22,25
2,Inner,-223.483,-386.177,12641.6,22,26
2,Inner,-182.85,-386.177,12641.6,22,27
2,Inner,-142.217,-386.177,12641.6,22,28
2,Inner,-101.583,-386.177,12641.6,22,29
2,Inner,-60.95,-386.177,12641.6,22,30
2,Inner,-20.3167,-386.177,12641.6,22,31
2,Inner,-954.883,-345.544,12641.8,23,8
2,Inner,-914.25,-345.544,12641.8,23,9
2,Inner,-873.617,-345.544,12641.8,23,10
2,Inner,-832.983,-345.544,12641.8,23,11
2,Inner,-792.35,-345.544,12641.8,23,12
2,Inner,-751.717,-345.544,12641.8,23,13
2,Inner,-711.083,-345.544,12641.8,23,14
2,Inner,-670.45,-345.544,12641.8,23,15
2,Inner,-629.817,-345.544,12641.8,23,16
2,Inner,-589.183,-345.544,12641.8,23,17
2,Inner,-548.55,-345.544,12641.8,23,18
2,Inner,-507.917,-345.544,12641.8,23,19
2,Inner,-467.283,-345.544,12641.8,23,20
2,Inner,-426.65,-345.544,12641.8,23,21
2,Inner,-386.017,-345.544,12641.8,23,22
2,Inner,-345.383,-345.544,12641.8,23,23
2,Inner,-304.75,-345.544,12641.8,23,24
2,Inner,-264.117,-345.544,12641.8,23,25
2,Inner,-223.483,-345.544,12641.8,23,26
2,Inner,-182.85,-345.544,12641.8,23,27
2,Inner,-142.217,-345.544,12641.8,23,28
2,Inner,-101.583,-345.544,12641.8,23,29
2,Inner,-60.95,-345.544,12641.8,23,30
2,Inner,-20.3167,-345.544,12641.8,23,31
2,Inner,-954.883,-304.911,12641.9,24,8
2,Inner,-914.25,-304.911,12641.9,24,9
2,Inner,-873.617,-304.911,12641.9,24,10
2,Inner,-832.983,-304.911,12641.9,24,11
2,Inner,-792.35,-304.911,12641.9,24,12
2,Inner,-751.717,-304.911,12641.9,24,13
2,Inner,-711.083,-304.911,12641.9,24,14
2,Inner,-670.45,-304.911,12641.9,24,15
2,Inner,-629.817,-304.911,12641.9,24,16
2,Inner,-589.183,-304.911,12641.9,24,17
2,Inner,-548.55,-304.911,12641.9,24,18
2,Inner,-507.917,-304.911,12641.9,24,19
2,Inner,-467.283,-304.911,12641.9,24,20
2,Inner,-426.65,-304.911,12641.9,24,21
2,Inner,-386.017,-304.911,12641.9,24,22
2,Inner,-345.383,-304.911,12641.9,24,23
2,Inner,-304.75,-304.911,12641.9,24,24
2,Inner,-264.117,-304.911,12641.9,24,25
2,Inner,-223.483,-304.911,12641.9,24,26
2,Inner,-182.85,-304.911,12641.9,24,27
2,Inner,-142.217,-304.911,12641.9,24,28
2,Inner,-101.583,-304.911,12641.9,24,29
2,Inner,-60.95,-304.911,12641.9,24,30
2,Inner,-20.3167,-304.911,12641.9,24,31
2,Inner,-954.883,-264.278,12642,25,8
2,Inner,-914.25,-264.278,12642,25,9
2,Inner,-873.617,-264.278,12642,25,10
2,Inner,-832.983,-264.278,12642,25,11
2,Inner,-792.35,-264.278,12642,25,12
2,Inner,-751.717,-264.278,12642,25,13
2,Inner,-711.083,-264.278,12642,25,14
2,Inner,-670.45,-264.278,12642,25,15
2,Inner,-629.817,-264.278,12642,25,16
2,Inner,-589.183,-264.278,12642,25,17
2,Inner,-548.55,-264.278,12642,25,18
2,Inner,-507.917,-264.278,12642,25,19
2,Inner,-467.283,-264.278,12642,25,20
2,Inner,-426.65,-264.278,12642,25,21
2,Inner,-386.017,-264.278,12642,25,22
2,Inner,-345.383,-264.278,12642,25,23
2,Inner,-304.75,-264.278,12642,25,24
2,Inner,-264.117,-264.278,12642,25,25
2,Inner,-223.483,-264.278,12642,25,26
2,Inner,-182.85,-264.278,12642,25,27
2,Inner,-142.217,-264.278,12642,25,28
2,Inner,-101.583,-264.278,12642,25,29
2,Inner,-60.95,-264.278,12642,25,30
2,Inner,-20.3167,-264.278,12642,25,31
2,Inner,-954.883,-223.645,12642.2,26,8
2,Inner,-914.25,-223.645,12642.2,26,9
2,Inner,-873.617,-223.645,12642.2,26,10
2,Inner,-832.983,-223.645,12642.2,26,11
2,Inner,-792.35,-223.645,12642.2,26,12
2,Inner,-751.717,-223.645,12642.2,26,13
2,Inner,-711.083,-223.645,12642.2,26,14
2,Inner,-670.45,-223.645,12642.2,26,15
2,Inner,-629.817,-223.645,12642.2,26,16
2,Inner,-589.183,-223.645,12642.2,26,17
2,Inner,-548.55,-223.645,12642.2,26,18
2,Inner,-507.917,-223.645,12642.2,26,19
2,Inner,-467.283,-223.645,12642.2,26,20
2,Inner,-426.65,-223.645,12642.2,26,21
2,Inner,-386.017,-223.645,12642.2,26,22
2,Inner,-345.383,-223.645,12642.2,26,23
2,Inner,-954.883,-183.012,12642.3,27,8
2,Inner,-914.25,-183.012,12642.3,27,9
2,Inner,-873.617,-183.012,12642.3,27,10
2,Inner,-832.983,-183.012,12642.3,27,11
2,Inner,-792.35,-183.012,12642.3,27,12
2,Inner,-751.717,-183.012,12642.3,27,13
2,Inner,-711.083,-183.012,12642.3,27,14
2,Inner,-670.45,-183.012,12642.3,27,15
2,Inner,-629.817,-183.012,12642.3,27,16
2,Inner,-589.183,-183.012,12642.3,27,17
2,Inner,-548.55,-183.012,12642.3,27,18
2,Inner,-507.917,-183.012,12642.3,27,19
2,Inner,-467.283,-183.012,12642.3,27,20
2,Inner,-426.65,-183.012,12642.3,27,21
2,Inner,-386.017,-183.012,12642.3,27,22
2,Inner,-345.383,-183.012,12642.3,27,23
2,Inner,-954.883,-142.379,12642.5,28,8
2,Inner,-914.25,-142.379,12642.5,28,9
2,Inner,-873.617,-142.379,12642.5,28,10
2,Inner,-832.983,-142.379,12642.5,28,11
2,Inner,-792.35,-142.379,12642.5,28,12
2,Inner,-751.717,-142.379,12642.5,28,13
2,Inner,-711.083,-142.379,12642.5,28,14
2,Inner,-670.45,-142.379,12642.5,28,15
2,Inner,-629.817,-142.379,12642.5,28,16
2,Inner,-589.183,-142.379,12642.5,28,17
2,Inner,-548.55,-142.379,12642.5,28,18
2,Inner,-507.917,-142.379,12642.5,28,19
2,Inner,-467.283,-142.379,12642.5,28,20
2,Inner,-426.65,-142.379,12642.5,28,21
2,Inner,-386.017,-142.379,12642.5,28,22
2,Inner,-345.383,-142.379,12642.5,28,23
2,Inner,-954.883,-101.746,12642.6,29,8
2,Inner,-914.25,-101.746,12642.6,29,9
2,Inner,-873.617,-101.746,12642.6,29,10
2,Inner,-832.983,-101.746,12642.6,29,11
2,Inner,-792.35,-101.746,12642.6,29,12
2,Inner,-751.717,-101.746,12642.6,29,13
2,Inner,-711.083,-101.746,12642.6,29,14
2,Inner,-670.45,-101.746,12642.6,29,15
2,Inner,-629.817,-101.746,12642.6,29,16
2,Inner,-589.183,-101.746,12642.6,29,17
2,Inner,-548.55,-101.746,12642.6,29,18
2,Inner,-507.917,-101.746,12642.6,29,19
2,Inner,-467.283,-101.746,12642.6,29,20
2,Inner,-426.65,-101.746,12642.6,29,21
2,Inner,-386.017,-101.746,12642.6,29,22
2,Inner,-345.383,-101.746,12642.6,29,23
2,Inner,-954.883,-61.1125,12642.8,30,8
2,Inner,-914.25,-61.1125,12642.8,30,9
2,Inner,-873.617,-61.1125,12642.8,30,10
2,Inner,-832.983,-61.1125,12642.8,30,11
2,Inner,-792.35,-61.1125,12642.8,30,12
2,Inner,-751.717,-61.1125,12642.8,30,13
2,Inner,-711.083,-61.1125,12642.8,30,14
2,Inner,-670.45,-61.1125,12642.8,30,15
2,Inner,-629.817,-61.1125,12642.8,30,16
2,Inner,-589.183,-61.1125,12642.8,30,17
2,Inner,-548.55,-61.1125,12642.8,30,18
2,Inner,-507.917,-61.1125,12642.8,30,19
2,Inner,-467.283,-61.1125,12642.8,30,20
2,Inner,-426.65,-61.1125,12642.8,30,21
2,Inner,-386.017,-61.1125,12642.8,30,22
2,Inner,-345.383,-61.1125,12642.8,30,23
2,Inner,-954.883,-20.4794,12642.9,31,8
2,Inner,-914.25,-20.4794,12642.9,31,9
2,Inner,-873.617,-20.4794,12642.9,31,10
2,Inner,-832.983,-20.4794,12642.9,31,11
2,Inner,-792.35,-20.4794,12642.9,31,12
2,Inner,-751.717,-20.4794,12642.9,31,13
2,Inner,-711.083,-20.4794,12642.9,31,14
2,Inner,-670.45,-20.4794,12642.9,31,15
2,Inner,-629.817,-20.4794,12642.9,31,16
2,Inner,-589.183,-20.4794,12642.9,31,17
2,Inner,-548.55,-20.4794,12642.9,31,18
2,Inner,-507.917,-20.4794,12642.9,31,19
2,Inner,-467.283,-20.4794,12642.9,31,20
2,Inner,-426.65,-20.4794,12642.9,31,21
2,Inner,-386.017,-20.4794,12642.9,31,22
2,Inner,-345.383,-20.4794,12642.9,31,23
2,Inner,-954.883,20.1536,12643.1,32,8
2,Inner,-914.25,20.1536,12643.1,32,9
2,Inner,-873.617,20.1536,12643.1,32,10
2,Inner,-832.983,20.1536,12643.1,32,11
2,Inner,-792.35,20.1536,12643.1,32,12
2,Inner,-751.717,20.1536,12643.1,32,13
2,Inner,-711.083,20.1536,12643.1,32,14
2,Inner,-670.45,20.1536,12643.1,32,15
2,Inner,-629.817,20.1536,12643.1,32,16
2,Inner,-589.183,20.1536,12643.1,32,17
2,Inner,-548.55,20.1536,12643.1,32,18
2,Inner,-507.917,20.1536,12643.1,32,19
2,Inner,-467.283,20.1536,12643.1,32,20
2,Inner,-426.65,20.1536,12643.1,32,21
2,Inner,-386.017,20.1536,12643.1,32,22
2,Inner,-345.383,20.1536,12643.1,32,23
2,Inner,-954.883,60.7867,12643.2,33,8
2,Inner,-914.25,60.7867,12643.2,33,9
2,Inner,-873.617,60.7867,12643.2,33,10
2,Inner,-832.983,60.7867,12643.2,33,11
2,Inner,-792.35,60.7867,12643.2,33,12
2,Inner,-751.717,60.7867,12643.2,33,13
2,Inner,-711.083,60.7867,12643.2,33,14
2,Inner,-670.45,60.7867,12643.2,33,15
2,Inner,-629.817,60.7867,12643.2,33,16
2,Inner,-589.183,60.7867,12643.2,33,17
2,Inner,-548.55,60.7867,12643.2,33,18
2,Inner,-507.917,60.7867,12643.2,33,19
2,Inner,-467.283,60.7867,12643.2,33,20
2,Inner,-426.65,60.7867,12643.2,33,21
2,Inner,-386.017,60.7867,12643.2,33,22
2,Inner,-345.383,60.7867,12643.2,33,23
2,Inner,-954.883,101.42,12643.4,34,8
2,Inner,-914.25,101.42,12643.4,34,9
2,Inner,-873.617,101.42,12643.4,34,10
2,Inner,-832.983,101.42,12643.4,34,11
2,Inner,-792.35,101.42,12643.4,34,12
2,Inner,-751.717,101.42,12643.4,34,13
2,Inner,-711.083,101.42,12643.4,34,14
2,Inner,-670.45,101.42,12643.4,34,15
2,Inner,-629.817,101.42,12643.4,34,16
2,Inner,-589.183,101.42,12643.4,34,17
2,Inner,-548.55,101.42,12643.4,34,18
2,Inner,-507.917,101.42,12643.4,34,19
2,Inner,-467.283,101.42,12643.4,34,20
2,Inner,-426.65,101.42,12643.4,34,21
2,Inner,-386.017,101.42,12643.4,34,22
2,Inner,-345.383,101.42,12643.4,34,23
2,Inner,-954.883,142.053,12643.5,35,8
2,Inner,-914.25,142.053,12643.5,35,9
2,Inner,-873.617,142.053,12643.5,35,10
2,Inner,-832.983,142.053,12643.5,35,11
2,Inner,-792.35,142.053,12643.5,35,12
2,Inner,-751.717,142.053,12643.5,35,13
2,Inner,-711.083,142.053,12643.5,35,14
2,Inner,-670.45,142.053,12643.5,35,15
2,Inner,-629.817,142.053,12643.5,35,16
2,Inner,-589.183,142.053,12643.5,35,17
2,Inner,-548.55,142.053,12643.5,35,18
2,Inner,-507.917,142.053,12643.5,35,19
2,Inner,-467.283,142.053,12643.5,35,20
2,Inner,-426.65,142.053,12643.5,35,21
2,Inner,-386.017,142.053,12643.5,35,22
2,Inner,-345.383,142.053,12643.5,35,23
2,Inner,-954.883,182.686,12643.7,36,8
2,Inner,-914.25,182.686,12643.7,36,9
2,Inner,-873.617,182.686,12643.7,36,10
2,Inner,-832.983,182.686,12643.7,36,11
2,Inner,-792.35,182.686,12643.7,36,12
2,Inner,-751.717,182.686,12643.7,36,13
2,Inner,-711.083,182.686,12643.7,36,14
2,Inner,-670.45,182.686,12643.7,36,15
2,Inner,-629.817,182.686,12643.7,36,16
2,Inner,-589.183,182.686,12643.7,36,17
2,Inner,-548.55,182.686,12643.7,36,18
2,Inner,-507.917,182.686,12643.7,36,19
2,Inner,-467.283,182.686,12643.7,36,20
2,Inner,-426.65,182.686,12643.7,36,21
2,Inner,-386.017,182.686,12643.7,36,22
2,Inner,-345.383,182.686,12643.7,36,23
2,Inner,-954.883,223.319,12643.8,37,8
2,Inner,-914.25,223.319,12643.8,37,9
2,Inner,-873.617,223.319,12643.8,37,10
2,Inner,-832.983,223.319,12643.8,37,11
2,Inner,-792.35,223.319,12643.8,37,12
2,Inner,-751.717,223.319,12643.8,37,13
2,Inner,-711.083,223.319,12643.8,37,14
2,Inner,-670.45,223.319,12643.8,37,15
2,Inner,-629.817,223.319,12643.8,37,16
2,Inner,-589.183,223.319,12643.8,37,17
2,Inner,-548.55,223.319,12643.8,37,18
2,Inner,-507.917,223.319,12643.8,37,19
2,Inner,-467.283,223.319,12643.8,37,20
2,Inner,-426.65,223.319,12643.8,37,21
2,Inner,-386.017,223.319,12643.8,37,22
2,Inner,-345.383,223.319,12643.8,37,23
2,Inner,-954.883,263.952,12644,38,8
2,Inner,-914.25,263.952,12644,38,9
2,Inner,-873.617,263.952,12644,38,10
2,Inner,-832.983,263.952,12644,38,11
2,Inner,-792.35,263.952,12644,38,12
2,Inner,-751.717,263.952,12644,38,13
2,Inner,-711.083,263.952,12644,38,14
2,Inner,-670.45,263.952,12644,38,15
2,Inner,-629.817,263.952,12644,38,16
2,Inner,-589.183,263.952,12644,38,17
2,Inner,-548.55,263.952,12644,38,18
2,Inner,-507.917,263.952,12644,38,19
2,Inner,-467.283,263.952,12644,38,20
2,Inner,-426.65,263.952,12644,38,21
2,Inner,-386.017,263.952,12644,38,22
2,Inner,-345.383,263.952,12644,38,23
2,Inner,-304.75,263.952,12644,38,24
2,Inner,-264.117,263.952,12644,38,25
2,Inner,-223.483,263.952,12644,38,26
2,Inner,-182.85,263.952,12644,38,27
2,Inner,-142.217,263.952,12644,38,28
2,Inner,-101.583,263.952,12644,38,29
2,Inner,-60.95,263.952,12644,38,30
2,Inner,-20.3167,263.952,12644,38,31
2,Inner,-954.883,304.585,12644.1,39,8
2,Inner,-914.25,304.585,12644.1,39,9
2,Inner,-873.617,304.585,12644.1,39,10
2,Inner,-832.983,304.585,12644.1,39,11
2,Inner,-792.35,304.585,12644.1,39,12
2,Inner,-751.717,304.585,12644.1,39,13
2,Inner,-711.083,304.585,12644.1,39,14
2,Inner,-670.45,304.585,12644.1,39,15
2,Inner,-629.817,304.585,12644.1,39,16
2,Inner,-589.183,304.585,12644.1,39,17
2,Inner,-548.55,304.585,12644.1,39,18
2,Inner,-507.917,304.585,12644.1,39,19
2,Inner,-467.283,304.585,12644.1,39,20
2,Inner,-426.65,304.585,12644.1,39,21
2,Inner,-386.017,304.585,12644.1,39,22
2,Inner,-345.383,304.585,12644.1,39,23
2,Inner,-304.75,304.585,12644.1,39,24
2,Inner,-264.117,304.585,12644.1,39,25
2,Inner,-223.483,304.585,12644.1,39,26
2,Inner,-182.85,304.585,12644.1,39,27
2,Inner,-142.217,304.585,12644.1,39,28
2,Inner,-101.583,304.585,12644.1,39,29
2,Inner,-60.95,304.585,12644.1,39,30
2,Inner,-20.3167,304.585,12644.1,39,31
2,Inner,-954.883,345.218,12644.2,40,8
2,Inner,-914.25,345.218,12644.2,40,9
2,Inner,-873.617,345.218,12644.2,40,10
2,Inner,-832.983,345.218,12644.2,40,11
2,Inner,-792.35,345.218,12644.2,40,12
2,Inner,-751.717,345.218,12644.2,40,13
2,Inner,-711.083,345.218,12644.2,40,14
2,Inner,-670.45,345.218,12644.2,40,15
2,Inner,-629.817,345.218,12644.2,40,16
2,Inner,-589.183,345.218,12644.2,40,17
2,Inner,-548.55,345.218,12644.2,40,18
2,Inner,-507.917,345.218,12644.2,40,19
2,Inner,-467.283,345.218,12644.2,40,20
2,Inner,-426.65,345.218,12644.2,40,21
2,Inner,-386.017,345.218,12644.2,40,22
2,Inner,-345.383,345.218,12644.2,40,23
2,Inner,-304.75,345.218,12644.2,40,24
2,Inner,-264.117,345.218,12644.2,40,25
2,Inner,-223.483,345.218,12644.2,40,26
2,Inner,-182.85,345.218,12644.2,40,27
2,Inner,-142.217,345.218,12644.2,40,28
2,Inner,-101.583,345.218,12644.2,40,29
2,Inner,-60.95,345.218,12644.2,40,30
2,Inner,-20.3167,345.218,12644.2,40,31
2,Inner,-954.883,385.851,12644.4,41,8
2,Inner,-914.25,385.851,12644.4,41,9
2,Inner,-873.617,385.851,12644.4,41,10
2,Inner,-832.983,385.851,12644.4,41,11
2,Inner,-792.35,385.851,12644.4,41,12
2,Inner,-751.717,385.851,12644.4,41,13
2,Inner,-711.083,385.851,12644.4,41,14
