runid,fillid,starttime
295255,9653,2024-05-20 05:08:52+00:00
295254,9653,2024-05-20 05:04:41+00:00
295253,9653,2024-05-20 05:00:33+00:00
295252,9653,2024-05-20 04:56:21+00:00
295251,9653,2024-05-20 04:26:06+00:00
295241,9651,2024-05-19 23:47:21+00:00
295240,9651,2024-05-19 22:47:18+00:00
295239,9651,2024-05-19 21:50:51+00:00
295238,9651,2024-05-19 20:50:48+00:00
295237,9651,2024-05-19 20:05:58+00:00
295236,9651,2024-05-19 19:55:15+00:00
295235,9651,2024-05-19 19:34:27+00:00
295234,9651,2024-05-19 19:29:50+00:00
295233,9651,2024-05-19 18:29:40+00:00
295232,9651,2024-05-19 18:01:50+00:00
295231,9651,2024-05-19 17:57:12+00:00
295230,9651,2024-05-19 17:43:52+00:00
295229,9651,2024-05-19 17:36:20+00:00
295228,9651,2024-05-19 17:33:09+00:00
295227,9651,2024-05-19 17:29:16+00:00
295226,9651,2024-05-19 17:24:15+00:00
295225,9651,2024-05-19 17:23:07+00:00
295224,9651,2024-05-19 16:54:59+00:00
295223,9651,2024-05-19 15:54:55+00:00
295222,9651,2024-05-19 15:53:12+00:00
295221,9651,2024-05-19 15:46:09+00:00
295220,9651,2024-05-19 15:30:00+00:00
295215,9649,2024-05-19 13:52:42+00:00
295214,9649,2024-05-19 13:43:58+00:00
295213,9649,2024-05-19 12:43:52+00:00
295212,9649,
295211,9649,
295210,9649,
295146,9644,2024-05-18 13:31:10+00:00
295145,9644,
295136,9643,2024-05-18 09:37:33+00:00
295112,9641,
294786,9639,2024-05-16 13:02:19+00:00
294542,9626,2024-05-14 09:33:03+00:00
294540,9626,2024-05-14 08:54:19+00:00
294538,9626,2024-05-14 08:48:35+00:00
294537,9626,2024-05-14 08:47:36+00:00
294427,9618,2024-05-13 05:21:46+00:00
294426,9618,2024-05-13 04:47:22+00:00
294425,9618,2024-05-13 04:32:18+00:00
294424,9618,2024-05-13 04:32:15+00:00
294423,9618,2024-05-13 04:30:06+00:00
294422,9618,2024-05-13 04:29:40+00:00
294421,9618,2024-05-13 04:26:19+00:00
294420,9618,2024-05-13 04:25:38+00:00
294419,9618,2024-05-13 04:21:23+00:00
294418,9618,2024-05-13 04:19:23+00:00
294417,9618,2024-05-13 04:14:51+00:00
294416,9618,2024-05-13 04:12:06+00:00
294415,9618,2024-05-13 04:06:00+00:00
294414,9618,2024-05-13 04:01:08+00:00
294413,9618,2024-05-13 03:59:13+00:00
294412,9618,2024-05-13 03:54:38+00:00
294411,9618,2024-05-13 03:50:51+00:00
294410,9618,2024-05-13 03:41:48+00:00
294409,9618,2024-05-13 03:35:30+00:00
294408,9618,2024-05-13 03:29:04+00:00
294407,9618,2024-05-13 03:27:19+00:00
294406,9618,2024-05-13 03:25:47+00:00
294405,9618,2024-05-13 03:24:32+00:00
294404,9618,2024-05-13 03:22:59+00:00
294403,9618,2024-05-13 03:21:38+00:00
294402,9618,2024-05-13 03:19:23+00:00
294401,9618,2024-05-13 03:17:41+00:00
294400,9618,2024-05-13 03:15:11+00:00
294399,9618,2024-05-13 03:03:44+00:00
294398,9618,2024-05-13 02:51:43+00:00
294397,9618,2024-05-13 02:41:25+00:00
294396,9618,2024-05-13 02:13:08+00:00
294395,9618,2024-05-13 02:09:14+00:00
294394,9618,2024-05-13 02:04:21+00:00
294393,9618,2024-05-13 01:31:30+00:00
294392,9618,2024-05-13 01:23:31+00:00
294391,9618,2024-05-13 01:05:43+00:00
294390,9618,2024-05-13 01:02:16+00:00
294389,9618,2024-05-13 01:00:41+00:00
294388,9618,2024-05-13 00:57:05+00:00
294387,9618,2024-05-13 00:54:08+00:00
294386,9618,2024-05-13 00:49:06+00:00
294385,9618,2024-05-13 00:44:36+00:00
294384,9618,2024-05-13 00:42:46+00:00
294383,9618,2024-05-13 00:26:57+00:00
294382,9618,2024-05-13 00:26:05+00:00
294381,9618,2024-05-13 00:23:13+00:00
294380,9618,2024-05-13 00:17:42+00:00
294379,9618,2024-05-13 00:13:00+00:00
294378,9618,2024-05-13 00:09:37+00:00
294377,9618,2024-05-13 00:02:36+00:00
294376,9618,2024-05-13 00:01:22+00:00
294375,9618,2024-05-12 23:59:55+00:00
294374,9618,2024-05-12 23:53:54+00:00
294373,9618,2024-05-12 23:50:16+00:00
294372,9618,2024-05-12 23:44:03+00:00
294371,9618,2024-05-12 23:42:38+00:00
294370,9618,2024-05-12 23:28:24+00:00
294369,9618,2024-05-12 23:13:06+00:00
294368,9618,2024-05-12 22:48:29+00:00
294367,9618,2024-05-12 22:45:27+00:00
294366,9618,2024-05-12 22:32:58+00:00
294365,9618,2024-05-12 22:27:07+00:00
294364,9618,2024-05-12 22:16:14+00:00
294363,9618,2024-05-12 21:59:12+00:00
294362,9618,2024-05-12 21:57:28+00:00
294361,9618,2024-05-12 21:54:02+00:00
294360,9618,2024-05-12 21:52:24+00:00
294310,9614,2024-05-12 10:05:28+00:00
294303,9614,2024-05-12 09:48:10+00:00
294302,9614,2024-05-12 09:42:06+00:00
294301,9614,2024-05-12 09:30:32+00:00
294298,9614,2024-05-12 09:22:22+00:00
294297,9614,2024-05-12 08:34:40+00:00
294296,9614,2024-05-12 08:26:43+00:00
294295,9614,2024-05-12 08:05:19+00:00
294294,9614,2024-05-12 08:01:08+00:00
294293,9614,2024-05-12 07:28:16+00:00
294292,9614,2024-05-12 07:25:13+00:00
294291,9614,2024-05-12 07:02:28+00:00
294290,9614,2024-05-12 06:39:46+00:00
294289,9614,2024-05-12 06:38:14+00:00
294288,9614,2024-05-12 06:26:10+00:00
294287,9614,2024-05-12 06:07:10+00:00
294286,9614,2024-05-12 05:36:52+00:00
294285,9614,2024-05-12 05:11:25+00:00
294284,9614,2024-05-12 04:49:29+00:00
294283,9614,2024-05-12 04:13:07+00:00
294282,9614,2024-05-12 04:08:43+00:00
294281,9614,2024-05-12 03:51:03+00:00
294280,9614,2024-05-12 03:46:19+00:00
294279,9614,2024-05-12 03:05:22+00:00
294278,9614,2024-05-12 02:48:43+00:00
294277,9614,2024-05-12 02:39:56+00:00
294276,9614,2024-05-12 02:36:52+00:00
294275,9614,2024-05-12 02:27:07+00:00
294274,9614,2024-05-12 02:15:41+00:00
294273,9614,2024-05-12 02:11:34+00:00
294272,9614,2024-05-12 01:12:32+00:00
294271,9614,2024-05-12 01:05:35+00:00
294270,9614,2024-05-12 01:00:53+00:00
294269,9614,2024-05-12 00:44:22+00:00
294268,9614,2024-05-12 00:32:26+00:00
294267,9614,2024-05-11 23:54:59+00:00
294266,9614,2024-05-11 23:21:52+00:00
294265,9614,2024-05-11 23:17:32+00:00
294264,9614,2024-05-11 22:32:37+00:00
294263,9614,2024-05-11 21:52:05+00:00
294262,9614,2024-05-11 21:39:13+00:00
294261,9614,2024-05-11 21:34:43+00:00
294260,9614,2024-05-11 21:23:09+00:00
294259,9614,2024-05-11 21:19:43+00:00
294258,9614,2024-05-11 21:01:05+00:00
294257,9614,2024-05-11 20:56:58+00:00
294256,9614,2024-05-11 20:55:30+00:00
294255,9614,2024-05-11 20:48:57+00:00
294254,9614,2024-05-11 20:27:04+00:00
294253,9614,
294252,9614,
294251,9614,
294250,9614,
294126,9611,2024-05-10 11:54:47+00:00
294124,9611,2024-05-10 11:48:31+00:00
294116,9611,2024-05-10 11:34:28+00:00
294115,9611,2024-05-10 11:21:47+00:00
294114,9611,2024-05-10 11:18:47+00:00
294113,9611,2024-05-10 11:15:48+00:00
294112,9611,2024-05-10 11:10:12+00:00
294111,9611,2024-05-10 10:57:05+00:00
294110,9611,2024-05-10 10:56:06+00:00
294109,9611,2024-05-10 10:48:45+00:00
294108,9611,2024-05-10 10:40:14+00:00
294105,9611,2024-05-10 10:11:53+00:00
294103,9611,2024-05-10 10:10:06+00:00
294102,9611,2024-05-10 10:09:27+00:00
294101,9611,2024-05-10 10:05:17+00:00
294100,9611,2024-05-10 09:50:31+00:00
294097,9611,2024-05-10 09:41:33+00:00
294096,9611,2024-05-10 09:39:42+00:00
294094,9611,2024-05-10 09:29:58+00:00
294091,9611,2024-05-10 09:20:00+00:00
294090,9611,2024-05-10 09:09:08+00:00
294089,9611,2024-05-10 09:07:52+00:00
294088,9611,2024-05-10 09:00:52+00:00
294087,9611,2024-05-10 08:34:58+00:00
294085,9611,2024-05-10 08:18:27+00:00
294084,9611,2024-05-10 08:04:59+00:00
294083,9611,2024-05-10 07:34:40+00:00
294081,9611,2024-05-10 07:17:59+00:00
294080,9611,2024-05-10 07:07:23+00:00
294079,9611,2024-05-10 06:44:41+00:00
294078,9611,2024-05-10 06:36:19+00:00
294077,9611,2024-05-10 06:32:19+00:00
294074,9611,2024-05-10 06:09:16+00:00
294073,9611,2024-05-10 05:54:56+00:00
294072,9611,2024-05-10 05:24:36+00:00
294071,9611,2024-05-10 04:24:29+00:00
294070,9611,2024-05-10 04:08:36+00:00
294069,9611,2024-05-10 03:40:36+00:00
294068,9611,2024-05-10 03:35:11+00:00
294067,9611,2024-05-10 03:30:19+00:00
294066,9611,2024-05-10 03:21:55+00:00
294065,9611,2024-05-10 01:44:49+00:00
294064,9611,2024-05-10 01:39:52+00:00
294063,9611,2024-05-10 01:13:23+00:00
294062,9611,2024-05-10 01:01:09+00:00
294061,9611,2024-05-10 00:53:21+00:00
294060,9611,2024-05-10 00:48:27+00:00
294059,9611,2024-05-10 00:08:59+00:00
294058,9611,2024-05-09 23:54:44+00:00
294057,9611,2024-05-09 23:48:38+00:00
294056,9611,2024-05-09 23:09:20+00:00
294048,9610,2024-05-09 20:32:55+00:00
294047,9610,2024-05-09 20:29:13+00:00
294046,9610,2024-05-09 20:02:41+00:00
294045,9610,2024-05-09 19:20:52+00:00
294044,9610,2024-05-09 19:08:56+00:00
294043,9610,2024-05-09 19:04:17+00:00
294042,9610,2024-05-09 18:56:00+00:00
294041,9610,2024-05-09 18:24:34+00:00
294040,9610,2024-05-09 17:24:28+00:00
294039,9610,2024-05-09 17:21:01+00:00
294038,9610,2024-05-09 17:18:11+00:00
294037,9610,2024-05-09 16:55:02+00:00
294036,9610,2024-05-09 16:20:55+00:00
294035,9610,2024-05-09 16:17:26+00:00
294034,9610,2024-05-09 16:12:23+00:00
294032,9610,2024-05-09 15:12:20+00:00
294030,9610,2024-05-09 14:11:49+00:00
294028,9610,2024-05-09 13:19:19+00:00
294027,9610,2024-05-09 13:00:10+00:00
294026,9610,2024-05-09 12:44:40+00:00
294024,9610,2024-05-09 12:21:55+00:00
294023,9610,2024-05-09 12:16:53+00:00
294021,9610,2024-05-09 11:37:10+00:00
294020,9610,2024-05-09 11:09:34+00:00
294018,9610,2024-05-09 10:36:44+00:00
294017,9610,2024-05-09 10:29:59+00:00
294016,9610,2024-05-09 10:07:27+00:00
294015,9610,2024-05-09 09:58:29+00:00
294014,9610,2024-05-09 09:51:38+00:00
294013,9610,2024-05-09 09:46:06+00:00
294011,9610,2024-05-09 09:00:26+00:00
294009,9610,2024-05-09 08:27:46+00:00
294008,9610,2024-05-09 08:23:25+00:00
294007,9610,2024-05-09 08:18:37+00:00
294005,9610,2024-05-09 07:20:08+00:00
294004,9610,2024-05-09 07:17:27+00:00
294003,9610,2024-05-09 07:08:50+00:00
294002,9610,2024-05-09 06:57:52+00:00
294000,9610,2024-05-09 06:40:23+00:00
293994,9609,2024-05-09 04:36:37+00:00
293993,9609,2024-05-09 04:25:05+00:00
293992,9609,2024-05-09 04:22:05+00:00
293991,9609,2024-05-09 04:17:29+00:00
293989,9609,2024-05-09 03:04:11+00:00
293988,9609,2024-05-09 03:02:21+00:00
293987,9609,2024-05-09 02:50:38+00:00
293985,9609,2024-05-09 01:50:29+00:00
293983,9609,2024-05-09 01:26:27+00:00
293981,9609,2024-05-09 00:26:20+00:00
293980,9609,2024-05-09 00:21:46+00:00
293978,9609,2024-05-08 23:21:41+00:00
293977,9609,2024-05-08 23:06:11+00:00
293976,9609,2024-05-08 22:55:26+00:00
293973,9609,2024-05-08 22:34:01+00:00
293972,9609,2024-05-08 22:31:12+00:00
293971,9609,2024-05-08 22:13:38+00:00
293970,9609,2024-05-08 22:08:56+00:00
293964,9609,2024-05-08 21:08:52+00:00
293963,9609,2024-05-08 21:06:43+00:00
293962,9609,2024-05-08 21:02:21+00:00
293960,9609,2024-05-08 20:56:56+00:00
293959,9609,2024-05-08 20:55:19+00:00
293958,9609,2024-05-08 20:50:12+00:00
293957,9609,2024-05-08 20:36:34+00:00
293955,9609,
293908,9608,2024-05-08 11:12:38+00:00
293907,9608,2024-05-08 11:01:05+00:00
293906,9608,2024-05-08 10:45:36+00:00
293905,9608,2024-05-08 10:44:02+00:00
293904,9608,2024-05-08 10:39:02+00:00
293901,9608,2024-05-08 10:13:40+00:00
293898,9608,2024-05-08 10:00:55+00:00
293896,9608,2024-05-08 09:55:34+00:00
293891,9608,2024-05-08 09:44:33+00:00
293888,9608,2024-05-08 09:32:34+00:00
293887,9608,2024-05-08 09:17:54+00:00
293885,9608,2024-05-08 09:04:22+00:00
293884,9608,2024-05-08 08:59:06+00:00
293881,9608,2024-05-08 08:51:56+00:00
293880,9608,2024-05-08 08:31:22+00:00
293879,9608,2024-05-08 08:28:53+00:00
293875,9608,2024-05-08 08:21:32+00:00
293874,9608,2024-05-08 08:17:34+00:00
293869,9608,2024-05-08 07:50:08+00:00
293861,9608,2024-05-08 07:33:42+00:00
293859,9608,2024-05-08 07:31:10+00:00
293857,9608,2024-05-08 07:05:25+00:00
293856,9608,2024-05-08 07:01:40+00:00
293855,9608,2024-05-08 06:51:43+00:00
293854,9608,2024-05-08 06:50:40+00:00
293853,9608,2024-05-08 06:47:22+00:00
293852,9608,2024-05-08 06:24:38+00:00
293851,9608,2024-05-08 06:22:21+00:00
293850,9608,2024-05-08 06:05:39+00:00
293849,9608,2024-05-08 06:01:36+00:00
293848,9608,2024-05-08 05:59:35+00:00
293847,9608,2024-05-08 05:51:20+00:00
293846,9608,2024-05-08 05:24:16+00:00
293845,9608,2024-05-08 05:15:52+00:00
293837,9606,2024-05-07 23:43:43+00:00
293836,9606,2024-05-07 23:38:52+00:00
293835,9606,2024-05-07 22:45:50+00:00
293834,9606,2024-05-07 22:40:43+00:00
293832,9606,2024-05-07 22:25:32+00:00
293831,9606,2024-05-07 22:05:49+00:00
293830,9606,2024-05-07 21:30:24+00:00
293829,9606,2024-05-07 20:32:07+00:00
293828,9606,2024-05-07 20:29:13+00:00
293827,9606,2024-05-07 19:37:25+00:00
293826,9606,2024-05-07 19:33:25+00:00
293825,9606,2024-05-07 19:28:41+00:00
293824,9606,2024-05-07 19:13:56+00:00
293823,9606,2024-05-07 19:09:41+00:00
293822,9606,2024-05-07 19:05:10+00:00
293821,9606,2024-05-07 18:27:01+00:00
293820,9606,2024-05-07 18:24:31+00:00
293819,9606,2024-05-07 17:51:20+00:00
293818,9606,2024-05-07 17:50:35+00:00
293817,9606,2024-05-07 16:59:30+00:00
293815,9606,2024-05-07 15:59:25+00:00
293813,9606,2024-05-07 15:36:55+00:00
293812,9606,2024-05-07 15:31:58+00:00
293811,9606,2024-05-07 15:27:25+00:00
293810,9606,2024-05-07 15:20:37+00:00
293808,9606,2024-05-07 15:17:19+00:00
293805,9606,2024-05-07 15:04:38+00:00
293804,9606,2024-05-07 15:03:31+00:00
293803,9606,2024-05-07 14:41:33+00:00
293802,9606,2024-05-07 14:39:59+00:00
293800,9606,2024-05-07 13:39:56+00:00
293799,9606,2024-05-07 13:31:50+00:00
293798,9606,2024-05-07 13:19:19+00:00
293795,9606,2024-05-07 13:05:33+00:00
293794,9606,2024-05-07 12:59:52+00:00
293793,9606,2024-05-07 12:59:06+00:00
293792,9606,2024-05-07 12:54:31+00:00
293790,9606,2024-05-07 12:28:38+00:00
293775,9606,2024-05-07 11:28:31+00:00
293771,9606,2024-05-07 11:03:47+00:00
293748,9606,2024-05-07 10:03:43+00:00
293740,9606,2024-05-07 09:05:58+00:00
293739,9606,
293721,9605,2024-05-07 05:28:10+00:00
293719,9605,
293717,9605,
293712,9605,2024-05-07 05:11:02+00:00
293709,9605,2024-05-07 04:59:41+00:00
293708,9605,2024-05-07 04:50:47+00:00
293707,9605,2024-05-07 04:38:20+00:00
293706,9605,2024-05-07 04:38:14+00:00
293705,9605,2024-05-07 04:33:50+00:00
293704,9605,2024-05-07 04:22:43+00:00
293703,9605,2024-05-07 04:20:27+00:00
293702,9605,2024-05-07 04:09:31+00:00
293701,9605,2024-05-07 04:04:06+00:00
293700,9605,2024-05-07 03:50:17+00:00
293699,9605,2024-05-07 03:09:44+00:00
293698,9605,2024-05-07 02:11:43+00:00
293697,9605,2024-05-07 01:52:20+00:00
293696,9605,2024-05-07 01:46:39+00:00
293695,9605,2024-05-07 01:40:27+00:00
293694,9605,2024-05-07 01:20:45+00:00
293693,9605,2024-05-07 01:15:05+00:00
293692,9605,2024-05-07 01:12:47+00:00
293691,9605,2024-05-07 00:47:22+00:00
293690,9605,2024-05-07 00:31:52+00:00
293689,9605,2024-05-07 00:13:34+00:00
293688,9605,2024-05-07 00:12:43+00:00
293687,9605,2024-05-06 23:57:52+00:00
293686,9605,2024-05-06 23:30:25+00:00
293685,9605,2024-05-06 23:30:19+00:00
293684,9605,2024-05-06 23:26:01+00:00
293683,9605,2024-05-06 23:20:12+00:00
293682,9605,2024-05-06 23:12:46+00:00
293681,9605,2024-05-06 22:57:51+00:00
293680,9605,2024-05-06 22:56:56+00:00
293679,9605,2024-05-06 22:52:00+00:00
293678,9605,2024-05-06 22:51:06+00:00
293677,9605,2024-05-06 22:48:02+00:00
293676,9605,2024-05-06 22:35:46+00:00
293675,9605,2024-05-06 22:23:30+00:00
293674,9605,2024-05-06 21:44:14+00:00
293672,9605,2024-05-06 21:34:26+00:00
293666,9605,2024-05-06 20:59:02+00:00
293662,9605,2024-05-06 20:20:38+00:00
293652,9605,2024-05-06 19:55:04+00:00
293651,9605,2024-05-06 19:53:37+00:00
293648,9605,2024-05-06 19:40:14+00:00
293645,9605,2024-05-06 19:35:29+00:00
293644,9605,2024-05-06 19:34:40+00:00
293641,9605,2024-05-06 18:42:13+00:00
293640,9605,2024-05-06 18:31:54+00:00
293639,9605,2024-05-06 18:02:08+00:00
293638,9605,2024-05-06 17:41:34+00:00
293637,9605,2024-05-06 17:27:27+00:00
293636,9605,2024-05-06 17:26:15+00:00
293635,9605,2024-05-06 17:25:29+00:00
293634,9605,2024-05-06 17:21:09+00:00
293618,9605,2024-05-06 16:35:58+00:00
293614,9605,2024-05-06 16:32:14+00:00
293598,9605,2024-05-06 16:00:30+00:00
293595,9605,2024-05-06 15:54:38+00:00
293593,9605,2024-05-06 15:50:16+00:00
293575,9605,2024-05-06 15:31:53+00:00
293567,9605,2024-05-06 14:56:37+00:00
293518,9604,2024-05-06 05:03:09+00:00
293517,9604,2024-05-06 04:28:37+00:00
293516,9604,2024-05-06 04:08:12+00:00
293515,9604,2024-05-06 03:53:07+00:00
293514,9604,2024-05-06 03:42:16+00:00
293513,9604,2024-05-06 03:35:06+00:00
293512,9604,2024-05-06 03:33:18+00:00
293511,9604,2024-05-06 03:31:03+00:00
293510,9604,2024-05-06 03:30:13+00:00
293509,9604,2024-05-06 03:08:17+00:00
293508,9604,2024-05-06 03:01:48+00:00
293507,9604,2024-05-06 02:51:11+00:00
293506,9604,2024-05-06 02:24:52+00:00
293505,9604,2024-05-06 01:47:55+00:00
293504,9604,2024-05-06 01:20:40+00:00
293503,9604,2024-05-06 01:16:26+00:00
293502,9604,2024-05-06 01:15:42+00:00
293501,9604,2024-05-06 01:14:49+00:00
293500,9604,2024-05-06 01:13:59+00:00
293499,9604,2024-05-06 01:01:07+00:00
293498,9604,2024-05-06 00:54:10+00:00
293497,9604,2024-05-06 00:50:21+00:00
293496,9604,2024-05-06 00:42:32+00:00
293495,9604,2024-05-06 00:18:31+00:00
293494,9604,2024-05-05 23:50:20+00:00
293493,9604,2024-05-05 23:46:20+00:00
293492,9604,2024-05-05 23:31:44+00:00
293491,9604,2024-05-05 23:27:48+00:00
293490,9604,2024-05-05 23:19:08+00:00
293489,9604,2024-05-05 22:56:57+00:00
293468,9603,2024-05-05 19:59:24+00:00
293467,9603,2024-05-05 19:58:41+00:00
293466,9603,2024-05-05 19:58:00+00:00
293465,9603,2024-05-05 19:43:25+00:00
293464,9603,2024-05-05 19:35:42+00:00
293463,9603,2024-05-05 19:30:57+00:00
293462,9603,2024-05-05 19:07:11+00:00
293461,9603,2024-05-05 18:54:46+00:00
293460,9603,2024-05-05 18:50:24+00:00
293459,9603,2024-05-05 18:14:55+00:00
293458,9603,2024-05-05 17:49:54+00:00
293457,9603,2024-05-05 17:40:26+00:00
293456,9603,2024-05-05 17:29:34+00:00
293455,9603,2024-05-05 17:25:49+00:00
293454,9603,2024-05-05 17:21:24+00:00
293453,9603,2024-05-05 17:16:27+00:00
293452,9603,2024-05-05 17:10:28+00:00
293451,9603,2024-05-05 16:59:14+00:00
293450,9603,2024-05-05 16:56:07+00:00
293449,9603,2024-05-05 16:50:55+00:00
293448,9603,2024-05-05 16:39:01+00:00
293447,9603,2024-05-05 16:23:58+00:00
293446,9603,2024-05-05 16:19:56+00:00
293445,9603,2024-05-05 15:57:58+00:00
293444,9603,2024-05-05 15:56:22+00:00
293443,9603,2024-05-05 15:52:12+00:00
293442,9603,2024-05-05 15:50:36+00:00
293441,9603,2024-05-05 15:49:51+00:00
293440,9603,2024-05-05 15:47:12+00:00
293439,9603,2024-05-05 15:33:10+00:00
293438,9603,2024-05-05 15:18:01+00:00
293437,9603,2024-05-05 15:10:52+00:00
293436,9603,2024-05-05 15:02:24+00:00
293435,9603,2024-05-05 14:55:11+00:00
293434,9603,2024-05-05 14:44:56+00:00
293433,9603,2024-05-05 14:42:40+00:00
293432,9603,2024-05-05 14:37:52+00:00
293431,9603,2024-05-05 14:37:10+00:00
293430,9603,2024-05-05 14:36:26+00:00
293429,9603,2024-05-05 14:35:45+00:00
293428,9603,2024-05-05 14:35:04+00:00
293427,9603,2024-05-05 14:33:21+00:00
293426,9603,2024-05-05 14:32:39+00:00
293425,9603,2024-05-05 14:31:57+00:00
293424,9603,2024-05-05 14:27:40+00:00
293423,9603,2024-05-05 14:21:04+00:00
293422,9603,2024-05-05 14:14:51+00:00
293421,9603,2024-05-05 14:10:25+00:00
293420,9603,2024-05-05 13:57:09+00:00
293419,9603,2024-05-05 13:35:25+00:00
293416,9603,2024-05-05 12:53:32+00:00
293408,9603,2024-05-05 12:24:52+00:00
293399,9603,2024-05-05 11:33:31+00:00
293398,9603,2024-05-05 11:26:37+00:00
293396,9603,2024-05-05 10:41:00+00:00
293395,9603,2024-05-05 10:15:50+00:00
293394,9603,2024-05-05 10:12:38+00:00
293393,9603,2024-05-05 09:54:44+00:00
293392,9603,2024-05-05 09:49:56+00:00
293391,9603,2024-05-05 09:39:26+00:00
293390,9603,2024-05-05 09:04:21+00:00
293389,9603,2024-05-05 09:01:40+00:00
293388,9603,2024-05-05 08:49:05+00:00
293387,9603,2024-05-05 08:41:48+00:00
293386,9603,2024-05-05 08:37:36+00:00
293385,9603,2024-05-05 08:30:46+00:00
293384,9603,2024-05-05 08:29:07+00:00
293383,9603,2024-05-05 08:24:23+00:00
293382,9603,2024-05-05 08:21:06+00:00
293381,9603,2024-05-05 08:15:45+00:00
293380,9603,2024-05-05 08:06:03+00:00
293379,9603,2024-05-05 08:04:46+00:00
293378,9603,2024-05-05 08:04:03+00:00
293377,9603,2024-05-05 08:03:18+00:00
293376,9603,2024-05-05 07:57:20+00:00
293375,9603,2024-05-05 07:53:35+00:00
293374,9603,2024-05-05 07:50:18+00:00
293373,9603,2024-05-05 07:44:06+00:00
293372,9603,2024-05-05 07:43:08+00:00
293371,9603,2024-05-05 07:42:16+00:00
293370,9603,2024-05-05 07:35:42+00:00
293369,9603,2024-05-05 07:32:59+00:00
293368,9603,2024-05-05 07:30:49+00:00
293367,9603,2024-05-05 07:27:00+00:00
293366,9603,2024-05-05 07:18:54+00:00
293365,9603,2024-05-05 07:17:05+00:00
293364,9603,2024-05-05 07:14:49+00:00
293363,9603,2024-05-05 07:12:46+00:00
293362,9603,2024-05-05 07:11:43+00:00
293361,9603,2024-05-05 07:08:44+00:00
293360,9603,2024-05-05 07:08:02+00:00
293359,9603,2024-05-05 07:03:27+00:00
293358,9603,2024-05-05 07:01:24+00:00
293357,9603,2024-05-05 06:54:57+00:00
293356,9603,2024-05-05 06:42:15+00:00
293349,9602,2024-05-05 02:32:04+00:00
293348,9602,2024-05-05 02:21:34+00:00
293347,9602,2024-05-05 02:14:13+00:00
293346,9602,2024-05-05 02:10:41+00:00
293345,9602,2024-05-05 02:06:24+00:00
293344,9602,2024-05-05 02:02:28+00:00
293343,9602,2024-05-05 01:56:38+00:00
293342,9602,2024-05-05 01:49:34+00:00
293341,9602,2024-05-05 01:41:25+00:00
293340,9602,2024-05-05 01:37:58+00:00
293339,9602,2024-05-05 01:23:20+00:00
293338,9602,2024-05-05 01:17:54+00:00
293337,9602,2024-05-05 01:17:20+00:00
293336,9602,2024-05-05 01:13:29+00:00
293335,9602,2024-05-05 01:10:19+00:00
293334,9602,2024-05-05 01:00:58+00:00
293333,9602,
293332,9602,2024-05-05 00:42:06+00:00
293331,9602,2024-05-05 00:29:47+00:00
293330,9602,2024-05-05 00:19:58+00:00
293329,9602,2024-05-05 00:17:34+00:00
293328,9602,2024-05-05 00:14:59+00:00
293327,9602,2024-05-05 00:14:18+00:00
293326,9602,2024-05-05 00:04:46+00:00
293325,9602,2024-05-05 00:01:55+00:00
293324,9602,
293317,9594,2024-05-04 19:32:38+00:00
293316,9594,2024-05-04 19:25:24+00:00
293315,9594,2024-05-04 19:21:43+00:00
293314,9594,2024-05-04 19:13:15+00:00
293313,9594,2024-05-04 18:59:04+00:00
293312,9594,2024-05-04 18:57:01+00:00
293311,9594,2024-05-04 18:54:25+00:00
293310,9594,2024-05-04 18:50:35+00:00
293309,9594,2024-05-04 18:47:33+00:00
293308,9594,2024-05-04 18:39:24+00:00
293307,9594,2024-05-04 18:32:15+00:00
293306,9594,2024-05-04 18:26:10+00:00
293305,9594,2024-05-04 18:21:17+00:00
293304,9594,2024-05-04 18:17:28+00:00
293303,9594,2024-05-04 18:05:43+00:00
293302,9594,2024-05-04 18:00:52+00:00
293301,9594,2024-05-04 17:53:02+00:00
293300,9594,2024-05-04 17:40:48+00:00
293299,9594,2024-05-04 16:59:16+00:00
293298,9594,2024-05-04 16:22:50+00:00
293297,9594,2024-05-04 15:43:18+00:00
293296,9594,2024-05-04 14:54:00+00:00
293295,9594,2024-05-04 14:17:03+00:00
293294,9594,2024-05-04 14:14:31+00:00
293293,9594,2024-05-04 14:04:34+00:00
293292,9594,2024-05-04 13:54:34+00:00
293291,9594,2024-05-04 13:14:13+00:00
293290,9594,2024-05-04 13:09:14+00:00
293289,9594,2024-05-04 12:42:18+00:00
293288,9594,2024-05-04 12:25:48+00:00
293287,9594,2024-05-04 12:22:47+00:00
293286,9594,2024-05-04 12:22:04+00:00
293285,9594,2024-05-04 12:19:27+00:00
293284,9594,2024-05-04 12:17:36+00:00
293283,9594,2024-05-04 12:12:00+00:00
293282,9594,2024-05-04 12:07:03+00:00
293281,9594,2024-05-04 12:02:30+00:00
293280,9594,2024-05-04 12:00:25+00:00
293279,9594,2024-05-04 11:58:06+00:00
293278,9594,2024-05-04 11:54:59+00:00
293277,9594,2024-05-04 11:46:54+00:00
293276,9594,2024-05-04 11:45:25+00:00
293275,9594,2024-05-04 11:35:38+00:00
293274,9594,2024-05-04 11:27:39+00:00
293273,9594,2024-05-04 11:19:09+00:00
293272,9594,2024-05-04 10:39:56+00:00
293271,9594,2024-05-04 10:37:05+00:00
293265,9594,2024-05-04 09:42:26+00:00
