runid,fillid,starttime
309651,10305,2024-10-30 22:21:00+00:00
309650,10305,2024-10-30 21:52:50+00:00
309649,10305,2024-10-30 21:39:26+00:00
309648,10305,2024-10-30 21:35:45+00:00
309647,10305,2024-10-30 21:00:36+00:00
309646,10305,2024-10-30 20:40:42+00:00
309645,10305,2024-10-30 20:04:48+00:00
309644,10305,2024-10-30 19:51:00+00:00
309643,10305,2024-10-30 19:29:35+00:00
309642,10305,2024-10-30 19:18:23+00:00
309641,10305,2024-10-30 18:20:26+00:00
309640,10305,2024-10-30 17:56:56+00:00
309639,10305,2024-10-30 17:54:01+00:00
309638,10305,2024-10-30 17:40:14+00:00
309637,10305,2024-10-30 17:36:57+00:00
309635,10305,2024-10-30 17:26:14+00:00
309631,10305,2024-10-30 17:04:26+00:00
309624,10304,2024-10-30 15:37:43+00:00
309623,10304,2024-10-30 14:58:58+00:00
309619,10304,2024-10-30 14:11:49+00:00
309618,10304,2024-10-30 13:53:53+00:00
309617,10304,2024-10-30 13:29:38+00:00
309616,10304,2024-10-30 13:17:11+00:00
309589,10304,2024-10-30 11:08:45+00:00
309585,10304,2024-10-30 10:46:07+00:00
309583,10304,2024-10-30 10:26:05+00:00
309582,10304,2024-10-30 10:22:26+00:00
309578,10304,2024-10-30 10:17:00+00:00
309577,10304,
309573,10302,2024-10-30 06:34:07+00:00
309572,10302,2024-10-30 06:32:02+00:00
309571,10302,2024-10-30 06:31:17+00:00
309570,10302,2024-10-30 06:30:31+00:00
309569,10302,2024-10-30 06:29:22+00:00
309568,10302,2024-10-30 06:22:15+00:00
309567,10302,2024-10-30 06:22:03+00:00
309566,10302,2024-10-30 06:08:53+00:00
309565,10302,2024-10-30 05:58:39+00:00
309564,10302,2024-10-30 05:54:06+00:00
309563,10302,2024-10-30 05:37:56+00:00
309562,10302,2024-10-30 05:35:18+00:00
309561,10302,2024-10-30 05:33:36+00:00
309560,10302,2024-10-30 05:18:32+00:00
309559,10302,2024-10-30 04:59:09+00:00
309558,10302,2024-10-30 04:58:26+00:00
309557,10302,2024-10-30 04:49:49+00:00
309556,10302,2024-10-30 04:45:29+00:00
309555,10302,2024-10-30 04:33:41+00:00
309554,10302,2024-10-30 04:20:20+00:00
309553,10302,2024-10-30 04:13:40+00:00
309552,10302,2024-10-30 04:10:40+00:00
309551,10302,2024-10-30 04:04:24+00:00
309550,10302,2024-10-30 03:40:26+00:00
309549,10302,2024-10-30 03:36:12+00:00
309548,10302,2024-10-30 03:34:32+00:00
309547,10302,2024-10-30 03:31:26+00:00
309546,10302,2024-10-30 03:29:33+00:00
309545,10302,2024-10-30 03:27:32+00:00
309544,10302,2024-10-30 03:22:49+00:00
309543,10302,2024-10-30 03:17:28+00:00
309542,10302,2024-10-30 03:17:04+00:00
309540,10302,2024-10-30 03:04:41+00:00
309537,10302,2024-10-30 02:56:37+00:00
309536,10302,2024-10-30 02:53:36+00:00
309533,10302,2024-10-30 02:44:26+00:00
309531,10302,2024-10-30 02:36:47+00:00
309529,10302,2024-10-30 02:30:26+00:00
309521,10302,2024-10-30 02:08:54+00:00
309520,10302,2024-10-30 02:03:46+00:00
309519,10302,2024-10-30 02:02:51+00:00
309516,10302,2024-10-30 01:59:56+00:00
309510,10302,2024-10-30 01:48:44+00:00
309509,10302,2024-10-30 01:41:25+00:00
309505,10302,2024-10-30 01:31:57+00:00
309504,10302,2024-10-30 01:30:07+00:00
309501,10302,2024-10-30 01:23:19+00:00
309499,10302,2024-10-30 01:20:59+00:00
309487,10302,2024-10-30 01:03:45+00:00
309482,10302,2024-10-30 00:54:43+00:00
309480,10302,2024-10-30 00:51:36+00:00
309474,10302,2024-10-30 00:44:16+00:00
309473,10302,2024-10-30 00:41:08+00:00
309459,10302,2024-10-30 00:15:34+00:00
309457,10302,2024-10-29 23:58:28+00:00
309456,10302,2024-10-29 23:55:01+00:00
309455,10302,2024-10-29 23:41:04+00:00
309454,10302,2024-10-29 23:35:02+00:00
309453,10302,2024-10-29 23:33:50+00:00
309432,10301,2024-10-29 18:39:41+00:00
309431,10301,2024-10-29 18:36:17+00:00
309423,10300,2024-10-29 16:30:24+00:00
309408,10299,
309407,10299,
309320,10299,2024-10-29 01:57:17+00:00
309256,10297,2024-10-28 14:41:12+00:00
309255,10297,2024-10-28 14:37:27+00:00
309254,10297,2024-10-28 14:16:48+00:00
309245,10297,2024-10-28 13:45:20+00:00
309243,10297,2024-10-28 13:40:40+00:00
309242,10297,2024-10-28 13:39:35+00:00
309241,10297,2024-10-28 13:38:12+00:00
309240,10297,2024-10-28 13:36:36+00:00
309239,10297,2024-10-28 13:35:49+00:00
309238,10297,2024-10-28 13:27:55+00:00
309237,10297,2024-10-28 13:26:31+00:00
309236,10297,2024-10-28 13:23:38+00:00
309235,10297,2024-10-28 13:21:57+00:00
309234,10297,2024-10-28 13:20:44+00:00
309233,10297,2024-10-28 13:17:53+00:00
309232,10297,2024-10-28 13:16:14+00:00
309231,10297,2024-10-28 13:14:35+00:00
309229,10297,2024-10-28 13:12:16+00:00
309227,10297,2024-10-28 13:09:16+00:00
309226,10297,2024-10-28 13:06:38+00:00
309225,10297,2024-10-28 12:59:13+00:00
309164,10296,2024-10-28 09:28:32+00:00
309161,10296,2024-10-28 09:24:50+00:00
309160,10296,2024-10-28 09:24:18+00:00
309158,10296,2024-10-28 09:19:26+00:00
309157,10296,2024-10-28 09:10:02+00:00
309156,10296,2024-10-28 09:01:58+00:00
309155,10296,2024-10-28 09:01:38+00:00
309154,10296,2024-10-28 08:55:30+00:00
309153,10296,2024-10-28 08:31:06+00:00
309152,10296,2024-10-28 08:26:32+00:00
308540,10232,2024-10-16 10:12:05+00:00
308539,10232,2024-10-16 09:55:08+00:00
308538,10232,2024-10-16 09:43:44+00:00
308537,10232,2024-10-16 09:40:40+00:00
308536,10232,2024-10-16 08:56:49+00:00
308535,10232,2024-10-16 08:51:39+00:00
308534,10232,2024-10-16 08:32:34+00:00
308533,10232,2024-10-16 08:31:51+00:00
308532,10232,2024-10-16 07:49:36+00:00
308531,10232,2024-10-16 07:42:34+00:00
308530,10232,2024-10-16 07:18:46+00:00
308529,10232,2024-10-16 07:07:13+00:00
308528,10232,2024-10-16 06:53:42+00:00
308527,10232,2024-10-16 06:50:04+00:00
308526,10232,2024-10-16 06:09:17+00:00
308522,10230,2024-10-16 04:30:04+00:00
308521,10230,2024-10-16 03:53:53+00:00
308520,10230,2024-10-16 03:15:30+00:00
308519,10230,2024-10-16 03:14:49+00:00
308518,10230,2024-10-16 02:21:19+00:00
308517,10230,2024-10-16 02:12:04+00:00
308516,10230,2024-10-16 01:11:55+00:00
308515,10230,2024-10-16 00:51:34+00:00
308514,10230,2024-10-16 00:27:55+00:00
308513,10230,2024-10-16 00:23:57+00:00
308512,10230,2024-10-16 00:00:37+00:00
308511,10230,2024-10-15 23:56:54+00:00
308510,10230,2024-10-15 23:33:18+00:00
308509,10230,2024-10-15 23:29:59+00:00
308508,10230,2024-10-15 23:24:28+00:00
308507,10230,2024-10-15 23:22:12+00:00
308506,10230,2024-10-15 23:18:40+00:00
308505,10230,2024-10-15 23:12:43+00:00
308504,10230,2024-10-15 22:40:36+00:00
308503,10230,2024-10-15 22:39:33+00:00
308485,10226,2024-10-15 15:48:59+00:00
308484,10226,2024-10-15 15:30:51+00:00
308483,10226,2024-10-15 14:30:41+00:00
308482,10226,2024-10-15 13:56:03+00:00
308481,10226,2024-10-15 13:40:57+00:00
308480,10226,2024-10-15 13:35:58+00:00
308479,10226,2024-10-15 13:22:13+00:00
308478,10226,2024-10-15 13:00:16+00:00
308477,10226,2024-10-15 12:21:40+00:00
308476,10226,2024-10-15 12:14:12+00:00
308475,10226,2024-10-15 12:10:29+00:00
308474,10226,2024-10-15 11:23:19+00:00
308473,10226,2024-10-15 10:27:11+00:00
308472,10226,2024-10-15 10:22:23+00:00
308471,10226,2024-10-15 09:28:44+00:00
308470,10226,2024-10-15 09:26:39+00:00
308469,10226,2024-10-15 09:25:55+00:00
308468,10226,2024-10-15 09:24:21+00:00
308467,10226,2024-10-15 09:23:35+00:00
308466,10226,2024-10-15 08:34:28+00:00
308465,10226,2024-10-15 07:34:20+00:00
308464,10226,2024-10-15 07:24:05+00:00
308463,10226,2024-10-15 07:10:34+00:00
308462,10226,2024-10-15 07:07:36+00:00
308461,10226,2024-10-15 06:15:40+00:00
308460,10226,2024-10-15 05:32:12+00:00
308459,10226,2024-10-15 04:48:23+00:00
308458,10226,2024-10-15 04:45:05+00:00
308457,10226,2024-10-15 04:27:46+00:00
308456,10226,2024-10-15 04:03:52+00:00
308455,10226,2024-10-15 04:00:37+00:00
308454,10226,2024-10-15 03:56:01+00:00
308453,10226,2024-10-15 03:52:26+00:00
308452,10226,2024-10-15 03:46:07+00:00
308451,10226,
308445,10225,2024-10-14 22:49:43+00:00
308444,10225,2024-10-14 22:30:56+00:00
308443,10225,2024-10-14 22:17:38+00:00
308442,10225,2024-10-14 21:07:35+00:00
308441,10225,2024-10-14 20:54:09+00:00
308440,10225,2024-10-14 20:51:07+00:00
308439,10225,2024-10-14 20:40:52+00:00
308438,10225,2024-10-14 20:30:23+00:00
308437,10225,2024-10-14 20:25:39+00:00
308436,10225,2024-10-14 20:24:57+00:00
308435,10225,2024-10-14 20:21:57+00:00
308434,10225,2024-10-14 20:11:57+00:00
308433,10225,2024-10-14 20:08:17+00:00
308432,10225,2024-10-14 20:04:54+00:00
308431,10225,2024-10-14 19:28:00+00:00
308430,10225,2024-10-14 19:25:39+00:00
308429,10225,2024-10-14 19:23:06+00:00
308402,10223,2024-10-14 04:38:22+00:00
308401,10223,2024-10-14 04:18:25+00:00
308400,10223,2024-10-14 03:44:09+00:00
308399,10223,2024-10-14 02:49:32+00:00
308398,10223,2024-10-14 02:04:58+00:00
308397,10223,2024-10-14 02:04:16+00:00
308396,10223,2024-10-14 01:04:10+00:00
308395,10223,2024-10-14 00:41:00+00:00
308394,10223,2024-10-14 00:07:20+00:00
308393,10223,2024-10-14 00:01:35+00:00
308392,10223,2024-10-13 23:01:26+00:00
308391,10223,2024-10-13 22:46:56+00:00
308390,10223,2024-10-13 22:44:45+00:00
308389,10223,2024-10-13 22:06:34+00:00
308388,10223,2024-10-13 21:11:50+00:00
308387,10223,2024-10-13 20:38:08+00:00
308386,10223,2024-10-13 20:24:40+00:00
308385,10223,2024-10-13 20:01:08+00:00
308384,10223,2024-10-13 19:58:07+00:00
308383,10223,2024-10-13 19:53:53+00:00
308382,10223,2024-10-13 19:50:34+00:00
308381,10223,2024-10-13 19:17:11+00:00
308380,10223,2024-10-13 19:12:27+00:00
308365,10222,2024-10-13 12:48:22+00:00
308364,10222,2024-10-13 12:40:12+00:00
308363,10222,2024-10-13 12:07:20+00:00
308362,10222,2024-10-13 11:07:12+00:00
308361,10222,2024-10-13 10:32:26+00:00
308360,10222,2024-10-13 10:29:27+00:00
308359,10222,2024-10-13 10:26:07+00:00
308358,10222,2024-10-13 10:12:37+00:00
308357,10222,2024-10-13 10:08:15+00:00
308356,10222,2024-10-13 09:54:50+00:00
308355,10222,2024-10-13 09:41:23+00:00
308354,10222,2024-10-13 09:40:41+00:00
308353,10222,2024-10-13 09:36:56+00:00
308352,10222,2024-10-13 09:34:31+00:00
308351,10222,2024-10-13 09:12:17+00:00
308350,10222,2024-10-13 09:11:07+00:00
308349,10222,2024-10-13 08:52:06+00:00
308346,10221,2024-10-13 07:23:10+00:00
308345,10221,2024-10-13 07:18:20+00:00
308343,10220,2024-10-13 06:05:58+00:00
308342,10220,2024-10-13 06:02:21+00:00
308341,10220,2024-10-13 06:00:42+00:00
308334,10219,2024-10-13 02:15:24+00:00
308333,10219,2024-10-13 02:04:43+00:00
308332,10219,2024-10-13 01:55:13+00:00
308331,10219,2024-10-13 01:41:11+00:00
308330,10219,2024-10-13 01:40:29+00:00
308329,10219,2024-10-13 01:08:54+00:00
308328,10219,2024-10-13 01:08:14+00:00
308327,10219,2024-10-13 01:05:43+00:00
308326,10219,2024-10-13 00:46:04+00:00
308325,10219,2024-10-13 00:35:26+00:00
308324,10219,2024-10-12 23:35:18+00:00
308323,10219,2024-10-12 23:25:37+00:00
308322,10219,2024-10-12 23:22:55+00:00
308321,10219,2024-10-12 22:22:49+00:00
308320,10219,2024-10-12 21:50:39+00:00
308319,10219,2024-10-12 21:42:05+00:00
308318,10219,2024-10-12 20:41:56+00:00
308317,10219,2024-10-12 20:37:33+00:00
308316,10219,2024-10-12 20:36:51+00:00
308315,10219,2024-10-12 19:52:47+00:00
308314,10219,2024-10-12 19:29:25+00:00
308313,10219,2024-10-12 18:47:13+00:00
308312,10219,2024-10-12 17:47:11+00:00
308311,10219,2024-10-12 17:14:09+00:00
308310,10219,2024-10-12 16:51:40+00:00
308309,10219,2024-10-12 16:45:32+00:00
308308,10219,2024-10-12 16:11:06+00:00
308307,10219,2024-10-12 16:06:24+00:00
308306,10219,2024-10-12 16:04:32+00:00
308305,10219,2024-10-12 16:03:13+00:00
308304,10219,2024-10-12 15:03:06+00:00
308303,10219,2024-10-12 15:01:43+00:00
308302,10219,2024-10-12 14:50:17+00:00
308301,10219,2024-10-12 14:06:33+00:00
308300,10219,2024-10-12 13:53:02+00:00
308299,10219,2024-10-12 13:41:01+00:00
308298,10219,2024-10-12 13:37:41+00:00
308297,10219,2024-10-12 13:33:06+00:00
308296,10219,2024-10-12 13:29:33+00:00
308295,10219,2024-10-12 12:59:48+00:00
308282,10218,2024-10-12 10:41:06+00:00
308281,10218,2024-10-12 10:18:50+00:00
308280,10218,2024-10-12 10:17:39+00:00
308279,10218,2024-10-12 10:06:08+00:00
308278,10218,2024-10-12 10:03:55+00:00
308277,10218,2024-10-12 09:59:37+00:00
308276,10218,2024-10-12 09:45:37+00:00
308275,10218,2024-10-12 09:42:05+00:00
308274,10218,2024-10-12 09:29:17+00:00
308273,10218,2024-10-12 09:09:54+00:00
308272,10218,2024-10-12 08:45:10+00:00
308271,10218,2024-10-12 08:24:37+00:00
308270,10218,2024-10-12 08:02:50+00:00
308269,10218,2024-10-12 07:54:27+00:00
308268,10218,2024-10-12 07:32:53+00:00
308267,10218,2024-10-12 07:28:58+00:00
308266,10218,2024-10-12 07:28:32+00:00
308265,10218,2024-10-12 06:35:23+00:00
308264,10218,2024-10-12 06:14:23+00:00
308263,10218,2024-10-12 05:56:56+00:00
308262,10218,2024-10-12 05:55:09+00:00
308261,10218,2024-10-12 04:55:04+00:00
308260,10218,2024-10-12 04:31:28+00:00
308259,10218,2024-10-12 03:31:23+00:00
308258,10218,2024-10-12 03:18:22+00:00
308257,10218,2024-10-12 03:14:59+00:00
308256,10218,2024-10-12 02:14:53+00:00
308255,10218,2024-10-12 02:11:15+00:00
308254,10218,2024-10-12 01:54:39+00:00
308253,10218,2024-10-12 01:31:21+00:00
308252,10218,2024-10-12 01:27:58+00:00
308251,10218,2024-10-12 01:19:11+00:00
308250,10218,2024-10-12 01:13:56+00:00
308249,10218,2024-10-12 00:52:53+00:00
308248,10218,2024-10-12 00:49:28+00:00
308247,10218,2024-10-12 00:44:01+00:00
308246,10218,2024-10-12 00:40:01+00:00
308245,10218,2024-10-11 23:57:43+00:00
308242,10217,2024-10-11 22:16:02+00:00
308164,10216,2024-10-10 21:34:31+00:00
308163,10216,2024-10-10 21:32:49+00:00
308162,10216,2024-10-10 20:55:28+00:00
308161,10216,2024-10-10 20:12:50+00:00
308160,10216,2024-10-10 19:57:59+00:00
308159,10216,2024-10-10 19:56:26+00:00
308158,10216,2024-10-10 19:29:22+00:00
308157,10216,2024-10-10 19:13:41+00:00
308156,10216,2024-10-10 19:00:13+00:00
308155,10216,2024-10-10 18:46:44+00:00
308154,10216,2024-10-10 18:29:22+00:00
308153,10216,2024-10-10 18:15:57+00:00
308152,10216,2024-10-10 18:12:22+00:00
308151,10216,2024-10-10 17:33:06+00:00
308146,10215,2024-10-10 14:44:25+00:00
308145,10215,2024-10-10 14:41:25+00:00
308144,10215,2024-10-10 14:38:38+00:00
308143,10215,2024-10-10 14:33:36+00:00
308142,10215,2024-10-10 13:57:54+00:00
308107,10214,2024-10-10 07:24:22+00:00
308106,10214,2024-10-10 07:23:40+00:00
308105,10214,2024-10-10 07:10:43+00:00
308104,10214,2024-10-10 07:07:20+00:00
308103,10214,2024-10-10 06:12:59+00:00
308098,10213,2024-10-10 03:22:23+00:00
308097,10213,2024-10-10 03:18:57+00:00
308096,10213,2024-10-10 02:45:54+00:00
308095,10213,2024-10-10 02:40:28+00:00
308094,10213,2024-10-10 02:20:57+00:00
308093,10213,2024-10-10 02:14:47+00:00
308092,10213,2024-10-10 02:14:05+00:00
308091,10213,2024-10-10 02:06:44+00:00
308090,10213,2024-10-10 01:09:22+00:00
308089,10213,2024-10-10 00:56:17+00:00
308088,10213,2024-10-10 00:33:58+00:00
308087,10213,2024-10-10 00:32:17+00:00
308086,10213,2024-10-09 23:58:34+00:00
308085,10213,2024-10-09 23:56:31+00:00
308084,10213,2024-10-09 23:07:04+00:00
308083,10213,2024-10-09 22:41:15+00:00
308082,10213,2024-10-09 22:37:47+00:00
308081,10213,2024-10-09 21:45:46+00:00
308080,10213,2024-10-09 21:39:16+00:00
308079,10213,2024-10-09 21:36:41+00:00
308078,10213,2024-10-09 21:01:58+00:00
308077,10213,2024-10-09 20:59:01+00:00
308076,10213,2024-10-09 20:50:20+00:00
308075,10213,2024-10-09 20:49:04+00:00
308074,10213,2024-10-09 19:53:57+00:00
308073,10213,2024-10-09 19:45:49+00:00
308072,10213,2024-10-09 19:42:50+00:00
308071,10213,2024-10-09 19:37:49+00:00
308070,10213,2024-10-09 19:11:16+00:00
308069,10213,2024-10-09 18:48:48+00:00
308068,10213,2024-10-09 18:38:54+00:00
308067,10213,2024-10-09 18:36:03+00:00
308066,10213,2024-10-09 18:32:31+00:00
308065,10213,2024-10-09 18:19:22+00:00
308064,10213,2024-10-09 18:05:22+00:00
308063,10213,2024-10-09 18:02:01+00:00
308062,10213,2024-10-09 17:55:40+00:00
308061,10213,2024-10-09 17:52:08+00:00
308060,10213,2024-10-09 17:34:08+00:00
308059,10213,2024-10-09 17:20:58+00:00
308009,10211,2024-10-09 12:57:44+00:00
308008,10211,2024-10-09 12:20:52+00:00
308007,10211,2024-10-09 12:20:08+00:00
308006,10211,2024-10-09 12:04:10+00:00
308005,10211,2024-10-09 11:55:46+00:00
308004,10211,2024-10-09 11:54:04+00:00
308003,10211,2024-10-09 11:32:06+00:00
308002,10211,2024-10-09 10:52:07+00:00
308001,10211,2024-10-09 10:03:36+00:00
308000,10211,2024-10-09 09:03:30+00:00
307999,10211,2024-10-09 08:56:59+00:00
307998,10211,2024-10-09 08:42:18+00:00
307997,10211,2024-10-09 08:36:56+00:00
307996,10211,2024-10-09 08:23:17+00:00
307995,10211,2024-10-09 08:22:36+00:00
307994,10211,2024-10-09 07:22:25+00:00
307993,10211,2024-10-09 06:22:18+00:00
307992,10211,2024-10-09 06:01:44+00:00
307991,10211,2024-10-09 05:46:16+00:00
307990,10211,2024-10-09 05:25:55+00:00
307989,10211,2024-10-09 04:25:44+00:00
307988,10211,2024-10-09 03:25:34+00:00
307987,10211,2024-10-09 02:47:11+00:00
307986,10211,2024-10-09 02:23:32+00:00
307985,10211,2024-10-09 02:04:20+00:00
307984,10211,2024-10-09 01:52:22+00:00
307983,10211,2024-10-09 01:51:37+00:00
307982,10211,2024-10-09 01:18:42+00:00
307981,10211,2024-10-09 01:18:01+00:00
307980,10211,2024-10-09 00:53:21+00:00
307979,10211,2024-10-09 00:20:06+00:00
307978,10211,2024-10-09 00:15:56+00:00
307977,10211,2024-10-09 00:12:30+00:00
307976,10211,2024-10-09 00:04:17+00:00
307975,10211,2024-10-09 00:00:53+00:00
307974,10211,2024-10-08 23:20:28+00:00
307970,10210,2024-10-08 21:29:22+00:00
307969,10210,2024-10-08 21:18:10+00:00
307968,10210,2024-10-08 21:17:29+00:00
307967,10210,2024-10-08 20:52:54+00:00
307966,10210,2024-10-08 20:34:24+00:00
307965,10210,2024-10-08 20:32:32+00:00
307964,10210,2024-10-08 20:19:01+00:00
307963,10210,2024-10-08 19:18:54+00:00
307962,10210,2024-10-08 19:13:54+00:00
307961,10210,2024-10-08 19:06:58+00:00
307960,10210,2024-10-08 18:30:05+00:00
307959,10210,2024-10-08 17:45:46+00:00
307958,10210,2024-10-08 17:10:49+00:00
307957,10210,2024-10-08 16:38:02+00:00
307956,10210,2024-10-08 15:37:56+00:00
307955,10210,2024-10-08 15:20:01+00:00
307954,10210,2024-10-08 15:17:00+00:00
307953,10210,2024-10-08 15:13:16+00:00
307952,10210,2024-10-08 15:09:52+00:00
307951,10210,2024-10-08 15:01:38+00:00
307950,10210,2024-10-08 14:58:43+00:00
307949,10210,2024-10-08 14:58:01+00:00
307948,10210,2024-10-08 14:39:16+00:00
307947,10210,2024-10-08 13:41:09+00:00
307946,10210,2024-10-08 13:20:07+00:00
307945,10210,2024-10-08 13:17:30+00:00
307944,10210,2024-10-08 13:15:33+00:00
307943,10210,2024-10-08 12:57:05+00:00
307942,10210,2024-10-08 12:23:48+00:00
307941,10210,2024-10-08 12:10:20+00:00
307940,10210,2024-10-08 12:06:55+00:00
307939,10210,2024-10-08 11:50:22+00:00
307938,10210,2024-10-08 11:32:15+00:00
307934,10209,2024-10-08 09:39:50+00:00
307933,10209,2024-10-08 09:34:22+00:00
307932,10209,2024-10-08 09:31:52+00:00
307931,10209,2024-10-08 09:28:28+00:00
307930,10209,2024-10-08 09:13:58+00:00
307929,10209,2024-10-08 08:59:43+00:00
307928,10209,2024-10-08 08:45:16+00:00
307927,10209,2024-10-08 08:10:11+00:00
307926,10209,2024-10-08 07:46:34+00:00
307925,10209,2024-10-08 07:45:05+00:00
307924,10209,2024-10-08 07:43:19+00:00
307923,10209,2024-10-08 07:42:37+00:00
307922,10209,2024-10-08 07:39:14+00:00
307921,10209,2024-10-08 07:33:00+00:00
307920,10209,2024-10-08 07:25:24+00:00
307919,10209,2024-10-08 06:47:19+00:00
307913,10208,2024-10-08 04:36:52+00:00
307912,10208,2024-10-08 04:20:32+00:00
307911,10208,2024-10-08 04:18:42+00:00
307910,10208,2024-10-08 04:05:25+00:00
307909,10208,2024-10-08 03:46:58+00:00
307908,10208,2024-10-08 03:11:37+00:00
307907,10208,2024-10-08 03:01:28+00:00
307906,10208,2024-10-08 02:01:19+00:00
307905,10208,2024-10-08 01:45:32+00:00
307904,10208,2024-10-08 01:06:08+00:00
307903,10208,2024-10-08 00:56:51+00:00
307902,10208,2024-10-08 00:43:05+00:00
307901,10208,2024-10-08 00:22:37+00:00
307900,10208,2024-10-08 00:04:18+00:00
307899,10208,2024-10-08 00:00:59+00:00
307898,10208,2024-10-07 23:27:39+00:00
307897,10208,2024-10-07 23:03:58+00:00
307896,10208,2024-10-07 22:47:49+00:00
307895,10208,2024-10-07 22:08:28+00:00
307894,10208,2024-10-07 22:07:46+00:00
307893,10208,2024-10-07 21:54:38+00:00
307892,10208,2024-10-07 21:40:49+00:00
307891,10208,2024-10-07 21:27:22+00:00
307890,10208,2024-10-07 21:23:41+00:00
307889,10208,2024-10-07 20:55:37+00:00
307888,10208,2024-10-07 20:53:10+00:00
307884,10207,2024-10-07 18:38:47+00:00
307883,10207,2024-10-07 18:17:47+00:00
307882,10207,2024-10-07 18:11:13+00:00
307881,10207,2024-10-07 17:33:58+00:00
307880,10207,2024-10-07 17:32:56+00:00
307879,10207,2024-10-07 16:50:04+00:00
307878,10207,2024-10-07 16:35:45+00:00
307877,10207,2024-10-07 16:31:49+00:00
307876,10207,2024-10-07 16:28:10+00:00
307875,10207,2024-10-07 16:00:33+00:00
307874,10207,
307870,10206,2024-10-07 14:12:14+00:00
307869,10206,2024-10-07 14:06:43+00:00
307868,10206,2024-10-07 13:12:33+00:00
307867,10206,2024-10-07 12:19:48+00:00
307866,10206,2024-10-07 11:46:04+00:00
307865,10206,2024-10-07 11:32:36+00:00
307864,10206,2024-10-07 11:29:12+00:00
307863,10206,2024-10-07 11:14:35+00:00
307862,10206,2024-10-07 11:11:00+00:00
307856,10204,2024-10-07 08:15:09+00:00
307855,10204,2024-10-07 07:38:40+00:00
307854,10204,2024-10-07 07:22:00+00:00
307853,10204,2024-10-07 07:21:20+00:00
307852,10204,2024-10-07 06:43:15+00:00
307851,10204,2024-10-07 06:12:58+00:00
307850,10204,2024-10-07 05:57:22+00:00
307849,10204,2024-10-07 05:50:59+00:00
307848,10204,2024-10-07 04:50:51+00:00
307847,10204,2024-10-07 04:24:19+00:00
307846,10204,2024-10-07 04:08:06+00:00
307845,10204,2024-10-07 03:14:14+00:00
307844,10204,2024-10-07 02:37:26+00:00
307843,10204,2024-10-07 01:47:57+00:00
307842,10204,2024-10-07 00:47:47+00:00
307841,10204,2024-10-07 00:44:36+00:00
307840,10204,2024-10-07 00:19:21+00:00
307839,10204,2024-10-07 00:16:07+00:00
307838,10204,2024-10-06 23:27:58+00:00
307837,10204,2024-10-06 22:48:15+00:00
307836,10204,2024-10-06 22:47:33+00:00
307835,10204,2024-10-06 21:54:26+00:00
307834,10204,2024-10-06 21:30:51+00:00
307833,10204,2024-10-06 21:09:19+00:00
307832,10204,2024-10-06 20:46:09+00:00
307831,10204,2024-10-06 20:32:03+00:00
307830,10204,2024-10-06 20:28:37+00:00
307829,10204,2024-10-06 19:58:24+00:00
307828,10204,2024-10-06 19:55:28+00:00
307827,10204,2024-10-06 19:52:50+00:00
307826,10204,2024-10-06 19:50:50+00:00
307803,10202,
307802,10202,
307793,10201,2024-10-06 13:16:54+00:00
307792,10201,2024-10-06 13:04:13+00:00
307791,10201,2024-10-06 12:33:30+00:00
307790,10201,2024-10-06 12:00:10+00:00
307789,10201,2024-10-06 11:48:06+00:00
307788,10201,2024-10-06 11:20:52+00:00
307787,10201,2024-10-06 11:16:30+00:00
307786,10201,2024-10-06 11:07:50+00:00
307785,10201,2024-10-06 10:34:04+00:00
307784,10201,2024-10-06 10:21:25+00:00
307783,10201,2024-10-06 10:09:46+00:00
307782,10201,2024-10-06 10:01:48+00:00
307781,10201,2024-10-06 09:30:34+00:00
307780,10201,2024-10-06 09:08:03+00:00
307779,10201,2024-10-06 09:02:28+00:00
307778,10201,2024-10-06 08:57:00+00:00
307777,10201,2024-10-06 08:46:48+00:00
307776,10201,2024-10-06 08:23:59+00:00
307775,10201,2024-10-06 08:23:13+00:00
307774,10201,2024-10-06 08:21:16+00:00
307773,10201,2024-10-06 08:12:26+00:00
307772,10201,2024-10-06 08:01:19+00:00
307771,10201,2024-10-06 07:55:00+00:00
307770,10201,2024-10-06 07:53:02+00:00
307769,10201,2024-10-06 07:41:56+00:00
307768,10201,2024-10-06 07:22:48+00:00
307767,10201,2024-10-06 06:41:04+00:00
307766,10201,2024-10-06 06:09:34+00:00
307765,10201,2024-10-06 06:00:23+00:00
307764,10201,2024-10-06 05:57:39+00:00
307763,10201,2024-10-06 04:57:30+00:00
307762,10201,2024-10-06 04:33:41+00:00
307761,10201,2024-10-06 04:16:59+00:00
307760,10201,2024-10-06 04:08:24+00:00
307759,10201,2024-10-06 03:12:28+00:00
307758,10201,2024-10-06 02:35:37+00:00
307757,10201,2024-10-06 01:54:03+00:00
307756,10201,2024-10-06 01:50:37+00:00
307755,10201,2024-10-06 01:48:34+00:00
307754,10201,2024-10-06 01:14:51+00:00
307753,10201,2024-10-06 00:57:03+00:00
307752,10201,2024-10-06 00:53:28+00:00
307751,10201,2024-10-06 00:47:06+00:00
307750,10201,2024-10-06 00:43:05+00:00
307749,10201,2024-10-06 00:41:29+00:00
307748,10201,2024-10-06 00:37:35+00:00
307747,10201,2024-10-06 00:34:58+00:00
307746,10201,2024-10-06 00:34:05+00:00
307745,10201,2024-10-06 00:20:42+00:00
